85, 250.00, 0.00
106, 250.00, 0.00
127, 250.00, 0.00
149, 250.00, 0.00
170, 250.00, 0.00
192, 250.00, 0.00
212, 250.00, 0.00
234, 250.00, 0.00
255, 250.00, 0.00
277, 250.00, 0.00
298, 250.00, 0.00
320, 250.00, 0.00
341, 250.00, 0.00
362, 250.00, 0.00
383, 250.00, 0.00
405, 250.00, 0.00
426, 250.00, 0.00
448, 250.00, 0.00
469, 250.00, 0.00
491, 250.00, 0.00
512, 250.00, 0.00
533, 250.00, 0.00
554, 250.00, 0.00
576, 250.00, 0.00
597, 250.00, 0.00
619, 250.00, 0.00
640, 250.00, 0.00
662, 250.00, 0.00
682, 250.00, 0.00
704, 250.00, 0.00
725, 250.00, 0.00
747, 250.00, 0.00
768, 250.00, 0.00
790, 250.00, 0.01
811, 250.00, 0.01
833, 250.00, 0.02
854, 250.00, 0.03
876, 250.00, 0.05
897, 250.00, 0.06
919, 250.00, 0.08
940, 250.00, 0.10
962, 250.00, 0.13
983, 250.00, 0.16
1005, 250.00, 0.19
1028, 250.00, 0.24
1050, 250.00, 0.28
1073, 250.00, 0.34
1095, 250.00, 0.40
1118, 250.00, 0.47
1141, 250.00, 0.56
1164, 250.00, 0.66
1186, 250.00, 0.78
1209, 250.00, 0.91
1231, 250.00, 1.08
1254, 250.00, 1.27
1276, 250.00, 1.50
1299, 250.00, 1.76
1321, 250.00, 2.07
1344, 250.00, 2.44
1367, 250.00, 2.87
1390, 250.00, 3.38
1413, 250.00, 3.97
1435, 250.00, 4.74
1458, 250.00, 5.65
1480, 250.00, 6.75
1503, 250.00, 8.11
1525, 250.00, 9.77
1548, 250.00, 11.78
1572, 250.00, 14.22
1596, 250.00, 17.17
1619, 250.00, 20.63
1643, 250.00, 25.10
1666, 250.00, 30.50
1690, 250.00, 37.01
1715, 250.00, 44.75
1738, 250.00, 53.91
1762, 250.00, 64.54
1785, 250.00, 76.59
1809, 250.00, 91.40
1832, 250.00, 107.12
1858, 250.00, 124.15
1883, 250.00, 143.42
1907, 250.00, 163.61
1932, 250.00, 183.93
1957, 250.00, 204.33
1982, 250.00, 224.21
2006, 250.00, 243.51
2032, 250.00, 261.54
2057, 250.00, 278.33
2081, 250.00, 293.50
2106, 250.00, 309.79
2131, 250.00, 322.99
2156, 250.00, 335.05
2181, 250.00, 348.06
2205, 250.00, 358.06
2231, 250.00, 368.84
2255, 250.00, 379.10
2280, 250.00, 389.01
2304, 250.00, 398.33
2330, 250.00, 407.43
2355, 250.00, 415.74
2379, 250.00, 423.75
2404, 250.00, 431.11
2429, 250.00, 436.60
2454, 250.00, 441.48
2479, 250.00, 445.50
2503, 250.00, 448.86
2529, 250.00, 451.65
2553, 250.00, 455.40
2578, 250.00, 457.74
2603, 250.00, 461.08
2628, 250.00, 463.08
2653, 250.00, 465.00
2677, 250.00, 466.34
2703, 250.00, 467.67
2727, 250.00, 468.74
2752, 250.00, 469.66
2777, 250.00, 470.44
2802, 250.00, 471.99
2827, 250.00, 472.60
2851, 250.00, 473.16
2876, 250.00, 473.58
2901, 250.00, 474.10
2926, 250.00, 474.36
2951, 250.00, 474.47
2976, 250.00, 474.66
3001, 250.00, 474.75
3025, 250.00, 474.26
3050, 250.00, 474.14
3076, 250.00, 473.60
3100, 250.00, 473.30
3125, 250.00, 472.54
3149, 250.00, 471.71
3175, 250.00, 471.22
3199, 250.00, 470.39
3224, 250.00, 469.40
3250, 250.00, 468.32
3274, 250.00, 466.94
3299, 250.00, 465.70
3323, 250.00, 464.40
3349, 250.00, 463.03
3374, 250.00, 461.57
3398, 250.00, 460.21
3423, 250.00, 458.41
3448, 250.00, 456.55
3473, 250.00, 454.57
3497, 250.00, 452.24
3522, 250.00, 449.93
3548, 250.00, 447.54
3572, 250.00, 445.03
3597, 250.00, 442.45
3621, 250.00, 439.83
3647, 250.00, 437.17
3671, 250.00, 433.91
3696, 250.00, 430.68
3721, 250.00, 427.37
3746, 250.00, 423.95
3771, 250.00, 420.09
3795, 250.00, 416.39
3820, 250.00, 412.29
3845, 250.00, 408.43
3870, 250.00, 404.22
3895, 250.00, 400.30
3919, 250.00, 396.04
3944, 250.00, 391.81
3969, 250.00, 387.25
3994, 250.00, 382.63
4019, 250.00, 377.72
4043, 250.00, 372.71
4069, 250.00, 367.85
4093, 250.00, 362.97
4118, 250.00, 358.07
4143, 250.00, 353.06
4168, 250.00, 348.11
4193, 250.00, 343.24
4217, 250.00, 338.72
4242, 250.00, 334.35
4266, 250.00, 330.14
4292, 250.00, 325.90
4317, 250.00, 321.22
4341, 250.00, 316.77
4366, 250.00, 312.28
4391, 250.00, 307.76
4416, 250.00, 303.32
4441, 250.00, 298.85
4465, 250.00, 294.41
4491, 250.00, 290.00
4515, 250.00, 285.75
4540, 250.00, 281.52
4564, 250.00, 277.64
4589, 250.00, 273.84
4615, 250.00, 270.25
4639, 250.00, 266.66
4664, 250.00, 263.33
4688, 250.00, 260.12
4714, 250.00, 256.95
4738, 250.00, 254.13
4763, 250.00, 251.40
4788, 250.00, 248.88
4813, 250.00, 246.36
4838, 250.00, 243.35
4862, 250.00, 240.41
4887, 250.00, 237.43
4913, 250.00, 234.41
4937, 250.00, 231.35
4962, 250.00, 228.25
4986, 250.00, 225.21
5012, 250.00, 222.12
5036, 250.00, 219.16
5061, 250.00, 216.15
5086, 250.00, 213.25
5110, 250.00, 210.36
5136, 250.00, 207.53
5160, 250.00, 204.81
5185, 250.00, 202.15
5210, 250.00, 199.59
5235, 250.00, 197.07
5260, 250.00, 194.71
5284, 250.00, 192.39
5309, 250.00, 190.16
5333, 250.00, 188.01
5359, 250.00, 185.94
5384, 250.00, 183.95
5408, 250.00, 182.03
5433, 250.00, 180.17
5458, 250.00, 178.38
5483, 250.00, 176.70
5508, 250.00, 175.07
5532, 250.00, 173.54
5557, 250.00, 172.10
5582, 250.00, 170.70
5607, 250.00, 169.34
5631, 250.00, 168.06
5656, 250.00, 166.89
5681, 250.00, 165.75
5706, 250.00, 164.64
5731, 250.00, 163.59
5755, 250.00, 162.59
5780, 250.00, 161.66
5806, 250.00, 160.73
5830, 250.00, 159.90
5855, 250.00, 159.07
5879, 250.00, 158.36
5904, 250.00, 157.69
5929, 250.00, 157.09
5954, 250.00, 156.56
5979, 250.00, 156.06
6003, 250.00, 155.62
6028, 250.00, 155.23
6053, 250.00, 154.84
6078, 250.00, 154.49
6102, 250.00, 154.16
6127, 250.00, 153.89
6153, 250.00, 153.59
6177, 250.00, 153.34
6202, 250.00, 153.13
6226, 250.00, 152.90
6251, 250.00, 152.71
6277, 250.00, 152.53
6301, 250.00, 152.33
6326, 250.00, 152.32
6350, 250.00, 152.29
6376, 250.00, 152.33
