Sample Number (60 samples per second),Pv (l/m),duty (l/m),loopTime (ms)
2221,3.13,-255.0,100.0
2222,3.09,-255.0,90.0
2223,3.06,-255.0,90.0
2224,3.03,-255.0,100.0
2225,3.0,-255.0,90.0
2226,2.97,-255.0,90.0
2227,2.94,-255.0,90.0
2228,2.91,-255.0,83.0
2229,2.88,-255.0,90.0
2230,2.85,-255.0,83.0
2231,2.82,-255.0,100.0
2232,2.8,-255.0,83.0
2233,2.77,-255.0,90.0
2234,2.74,-255.0,100.0
2235,2.71,-255.0,90.0
2236,2.69,-255.0,90.0
2237,2.66,-255.0,90.0
2238,2.64,-255.0,90.0
2239,2.61,-255.0,90.0
2240,2.59,-255.0,90.0
2241,2.56,-255.0,100.0
2242,2.54,-255.0,90.0
2243,2.51,-255.0,83.0
2244,2.49,-255.0,100.0
2245,2.47,-255.0,83.0
2246,2.44,-255.0,90.0
2247,2.42,-255.0,83.0
2248,2.4,-255.0,90.0
2249,2.38,-255.0,83.0
2250,2.36,-255.0,90.0
2251,2.33,-255.0,100.0
2252,2.31,-255.0,90.0
2253,2.29,-255.0,90.0
2254,2.27,-255.0,100.0
2255,2.25,-255.0,90.0
2256,2.23,-255.0,90.0
2257,2.21,-255.0,90.0
2258,2.19,-255.0,90.0
2259,2.17,-255.0,90.0
2260,2.15,-255.0,83.0
2261,2.14,-255.0,100.0
2262,2.12,-255.0,83.0
2263,2.1,-255.0,90.0
2264,2.08,-255.0,90.0
2265,2.06,-255.0,90.0
2266,2.04,-255.0,90.0
2267,2.03,-255.0,90.0
2268,2.01,-255.0,100.0
2269,1.99,-255.0,90.0
2270,1.98,-255.0,90.0
2271,1.96,-255.0,100.0
2272,1.94,-255.0,90.0
2273,1.93,-255.0,90.0
2274,1.91,-255.0,100.0
2275,1.9,-255.0,83.0
2276,1.88,-255.0,90.0
2277,1.87,-255.0,83.0
2278,1.85,-255.0,90.0
2279,1.84,-255.0,83.0
2280,1.82,-255.0,90.0
2281,1.81,-255.0,100.0
2282,1.79,-255.0,90.0
2283,1.78,-255.0,90.0
2284,1.76,-255.0,100.0
2285,1.75,-255.0,90.0
2286,1.74,-255.0,90.0
2287,1.72,-255.0,90.0
2288,1.71,-255.0,90.0
2289,1.7,-255.0,90.0
2290,1.68,-255.0,83.0
2291,1.67,-255.0,100.0
2292,1.66,-255.0,83.0
2293,1.65,-255.0,90.0
2294,1.63,-255.0,90.0
2295,1.62,-255.0,90.0
2296,1.61,-255.0,83.0
2297,1.6,-255.0,90.0
2298,1.59,-255.0,100.0
2299,1.57,-255.0,90.0
2300,1.56,-255.0,90.0
2301,1.55,-255.0,100.0
2302,1.54,-255.0,90.0
2303,1.53,-255.0,90.0
2304,1.52,-255.0,100.0
2305,1.51,-255.0,90.0
2306,1.5,-255.0,90.0
2307,1.48,-255.0,83.0
2308,1.47,-255.0,100.0
2309,1.46,-255.0,83.0
2310,1.45,-255.0,90.0
2311,1.44,-255.0,90.0
2312,1.43,-255.0,90.0
2313,1.42,-255.0,90.0
2314,1.41,-255.0,100.0
2315,1.4,-255.0,90.0
2316,1.39,-255.0,90.0
2317,1.38,-255.0,90.0
2318,1.37,-255.0,90.0
2319,1.37,-255.0,90.0
2320,1.36,-255.0,83.0
2321,1.35,-255.0,100.0
2322,1.34,-255.0,83.0
2323,1.33,-255.0,90.0
2324,1.32,-255.0,90.0
2325,1.31,-255.0,90.0
2326,1.3,-255.0,83.0
2327,1.29,-255.0,90.0
2328,1.29,-255.0,100.0
2329,1.28,-255.0,90.0
2330,1.27,-255.0,90.0
2331,1.26,-255.0,100.0
2332,1.25,-255.0,90.0
2333,1.24,-255.0,90.0
2334,1.24,-255.0,100.0
2335,1.23,-255.0,90.0
2336,1.22,-255.0,90.0
2337,1.21,-255.0,83.0
2338,1.21,-255.0,100.0
2339,1.2,-255.0,83.0
2340,1.19,-255.0,90.0
2341,1.18,-255.0,90.0
2342,1.18,-255.0,90.0
2343,1.17,-255.0,83.0
2344,1.16,-255.0,100.0
2345,1.15,-255.0,90.0
2346,1.15,-255.0,90.0
2347,1.14,-255.0,90.0
2348,1.13,-255.0,100.0
2349,1.13,-255.0,90.0
2350,1.12,-255.0,90.0
2351,1.11,-255.0,100.0
2352,1.11,-255.0,90.0
2353,1.1,-255.0,90.0
2354,1.09,-255.0,90.0
2355,1.09,-255.0,90.0
2356,1.08,-255.0,83.0
2357,1.07,-255.0,90.0
2358,1.07,-255.0,90.0
2359,1.06,-255.0,90.0
2360,1.06,-255.0,90.0
2361,1.05,-255.0,100.0
2362,1.04,-255.0,90.0
2363,1.04,-255.0,90.0
2364,1.03,-255.0,100.0
2365,1.03,-255.0,90.0
2366,1.02,-255.0,90.0
2367,1.01,-255.0,90.0
2368,1.01,-255.0,100.0
2369,1.0,-255.0,83.0
2370,1.0,-255.0,90.0
2371,0.99,-255.0,90.0
2372,0.99,-255.0,90.0
2373,0.98,-255.0,83.0
2374,0.97,-255.0,100.0
2375,0.97,-255.0,83.0
2376,0.96,-255.0,90.0
2377,0.96,-255.0,90.0
2378,0.95,-255.0,100.0
2379,0.95,-255.0,90.0
2380,0.94,-255.0,90.0
2381,0.94,-255.0,100.0
2382,0.93,-255.0,90.0
2383,0.93,-255.0,90.0
2384,0.92,-255.0,90.0
2385,0.92,-255.0,90.0
2386,0.91,-255.0,83.0
2387,0.91,-255.0,90.0
2388,0.9,-255.0,83.0
2389,0.9,-255.0,90.0
2390,0.89,-255.0,83.0
2391,0.89,-255.0,100.0
2392,0.89,-255.0,90.0
2393,0.88,-255.0,90.0
2394,0.88,-255.0,100.0
2395,0.87,-255.0,90.0
2396,0.87,-255.0,90.0
2397,0.86,-255.0,90.0
2398,0.86,-255.0,90.0
2399,0.85,-255.0,83.0
2400,0.85,-255.0,90.0
2401,0.85,-255.0,90.0
2402,0.84,-255.0,90.0
2403,0.84,-255.0,83.0
2404,0.83,-255.0,100.0
2405,0.83,-255.0,83.0
2406,0.82,-255.0,90.0
2407,0.82,-255.0,90.0
2408,0.82,-255.0,100.0
2409,0.81,-255.0,90.0
2410,0.81,-255.0,90.0
2411,0.8,-255.0,100.0
2412,0.8,-255.0,90.0
2413,0.8,-255.0,90.0
2414,0.79,-255.0,100.0
2415,0.79,-255.0,90.0
2416,0.79,-255.0,83.0
2417,0.78,-255.0,90.0
2418,0.78,-255.0,90.0
2419,0.77,-255.0,90.0
2420,0.77,-255.0,83.0
2421,0.77,-255.0,100.0
2422,0.76,-255.0,83.0
2423,0.76,-255.0,90.0
2424,0.76,-255.0,100.0
2425,0.75,-255.0,90.0
2426,0.75,-255.0,90.0
2427,0.75,-255.0,90.0
2428,0.74,-255.0,90.0
2429,0.74,-255.0,90.0
2430,0.74,-255.0,90.0
2431,0.73,-255.0,90.0
2432,0.73,-255.0,90.0
2433,0.73,-255.0,83.0
2434,0.72,-255.0,100.0
2435,0.72,-255.0,83.0
2436,0.72,-255.0,90.0
2437,0.71,-255.0,83.0
2438,0.71,-255.0,100.0
2439,0.71,-255.0,90.0
2440,0.7,-255.0,90.0
2441,0.7,-255.0,100.0
2442,0.7,-255.0,90.0
2443,0.69,-255.0,90.0
2444,0.69,-255.0,100.0
2445,0.69,-255.0,90.0
2446,0.68,-255.0,83.0
2447,0.68,-255.0,90.0
2448,0.68,-255.0,90.0
2449,0.68,-255.0,90.0
2450,0.67,-255.0,83.0
2451,0.67,-255.0,100.0
2452,0.67,-255.0,83.0
2453,0.66,-255.0,90.0
2454,0.66,-255.0,100.0
2455,0.66,-255.0,90.0
2456,0.66,-255.0,90.0
2457,0.65,-255.0,90.0
2458,0.65,-255.0,100.0
2459,0.65,-255.0,90.0
2460,0.65,-255.0,90.0
2461,0.64,-255.0,100.0
2462,0.64,-255.0,90.0
2463,0.64,-255.0,83.0
2464,0.63,-255.0,100.0
2465,0.63,-255.0,83.0
2466,0.63,-255.0,90.0
2467,0.63,-255.0,83.0
2468,0.62,-255.0,90.0
2469,0.62,-255.0,83.0
2470,0.62,-255.0,90.0
2471,0.62,-255.0,100.0
2472,0.61,-255.0,90.0
2473,0.61,255.0,90.0
2474,0.61,255.0,100.0
2475,0.61,255.0,90.0
2476,0.6,255.0,83.0
2477,0.6,255.0,90.0
2478,0.6,255.0,90.0
2479,0.6,255.0,90.0
2480,0.59,255.0,90.0
2481,0.59,255.0,100.0
2482,0.59,255.0,90.0
2483,0.59,255.0,90.0
2484,0.59,255.0,90.0
2485,0.58,255.0,90.0
2486,0.58,255.0,90.0
2487,0.58,255.0,83.0
2488,0.58,255.0,100.0
2489,0.57,255.0,83.0
2490,0.57,255.0,90.0
2491,0.57,255.0,90.0
2492,0.57,255.0,100.0
2493,0.57,255.0,90.0
2494,0.56,255.0,83.0
2495,0.56,255.0,100.0
2496,0.56,255.0,83.0
2497,0.56,255.0,90.0
2498,0.55,255.0,90.0
2499,0.55,255.0,100.0
2500,0.55,255.0,90.0
2501,0.55,255.0,90.0
2502,0.55,255.0,100.0
2503,0.54,255.0,83.0
2504,0.54,255.0,90.0
2505,0.54,255.0,83.0
2506,0.54,255.0,100.0
2507,0.54,255.0,83.0
2508,0.53,255.0,90.0
2509,0.53,255.0,100.0
2510,0.53,255.0,90.0
2511,0.53,255.0,90.0
2512,0.53,255.0,83.0
2513,0.52,255.0,100.0
2514,0.52,255.0,83.0
2515,0.52,255.0,90.0
2516,0.52,255.0,100.0
2517,0.52,255.0,90.0
2518,0.52,255.0,90.0
2519,0.51,255.0,90.0
2520,0.51,255.0,100.0
2521,0.51,255.0,83.0
2522,0.51,255.0,90.0
2523,0.51,255.0,90.0
2524,0.5,255.0,90.0
2525,0.5,255.0,83.0
2526,0.5,255.0,90.0
2527,0.5,255.0,100.0
2528,0.5,255.0,90.0
2529,0.5,255.0,90.0
2530,0.49,255.0,83.0
2531,0.49,255.0,90.0
2532,0.49,255.0,83.0
2533,0.49,255.0,90.0
2534,0.49,255.0,100.0
2535,0.49,255.0,90.0
2536,0.48,255.0,90.0
2537,0.48,255.0,90.0
2538,0.48,255.0,90.0
2539,0.48,255.0,83.0
2540,0.48,255.0,90.0
2541,0.48,255.0,90.0
2542,0.47,255.0,90.0
2543,0.47,255.0,90.0
2544,0.47,255.0,90.0
2545,0.47,255.0,100.0
2546,0.47,255.0,90.0
2547,0.47,255.0,90.0
2548,0.46,255.0,90.0
2549,0.46,255.0,90.0
2550,0.46,255.0,83.0
2551,0.46,255.0,90.0
2552,0.46,255.0,100.0
2553,0.46,255.0,90.0
2554,0.46,255.0,90.0
2555,0.45,255.0,100.0
2556,0.45,255.0,90.0
2557,0.45,255.0,83.0
2558,0.45,255.0,90.0
2559,0.45,255.0,90.0
2560,0.45,255.0,90.0
2561,0.45,255.0,90.0
2562,0.44,255.0,100.0
2563,0.44,255.0,90.0
2564,0.44,255.0,90.0
2565,0.44,255.0,90.0
2566,0.44,255.0,90.0
2567,0.44,255.0,90.0
2568,0.44,255.0,83.0
2569,0.43,255.0,100.0
2570,0.43,255.0,90.0
2571,0.43,255.0,90.0
2572,0.43,255.0,90.0
2573,0.43,255.0,90.0
2574,0.43,255.0,90.0
2575,0.43,255.0,83.0
2576,0.42,255.0,100.0
2577,0.42,255.0,83.0
2578,0.42,255.0,90.0
2579,0.42,255.0,90.0
2580,0.42,255.0,100.0
2581,0.42,255.0,90.0
2582,0.42,255.0,83.0
2583,0.42,255.0,100.0
2584,0.41,255.0,83.0
2585,0.41,255.0,90.0
2586,0.41,255.0,83.0
2587,0.41,255.0,100.0
2588,0.41,255.0,90.0
2589,0.41,255.0,90.0
2590,0.41,255.0,100.0
2591,0.41,255.0,90.0
2592,0.4,255.0,90.0
2593,0.4,255.0,83.0
2594,0.4,255.0,100.0
2595,0.4,255.0,83.0
2596,0.4,255.0,90.0
2597,0.4,255.0,100.0
2598,0.4,255.0,90.0
2599,0.4,255.0,90.0
2600,0.4,255.0,83.0
2601,0.39,255.0,100.0
2602,0.39,255.0,83.0
2603,0.39,255.0,90.0
2604,0.39,255.0,90.0
2605,0.39,255.0,90.0
2606,0.39,255.0,90.0
2607,0.39,255.0,90.0
2608,0.39,255.0,100.0
2609,0.38,255.0,83.0
2610,0.38,255.0,90.0
2611,0.38,255.0,90.0
2612,0.38,255.0,90.0
2613,0.38,255.0,83.0
2614,0.38,255.0,90.0
2615,0.38,255.0,100.0
2616,0.38,255.0,90.0
2617,0.38,255.0,90.0
2618,0.37,255.0,83.0
2619,0.37,255.0,90.0
2620,0.37,255.0,83.0
2621,0.37,255.0,90.0
2622,0.37,255.0,100.0
2623,0.37,255.0,90.0
2624,0.37,255.0,90.0
2625,0.37,255.0,90.0
2626,0.37,255.0,90.0
2627,0.37,255.0,83.0
2628,0.36,255.0,90.0
2629,0.36,255.0,90.0
2630,0.36,255.0,90.0
2631,0.36,255.0,90.0
2632,0.36,255.0,90.0
2633,0.36,255.0,100.0
2634,0.36,255.0,90.0
2635,0.36,255.0,90.0
2636,0.36,255.0,90.0
2637,0.36,255.0,90.0
2638,0.35,255.0,83.0
2639,0.35,255.0,90.0
2640,0.35,255.0,100.0
2641,0.35,255.0,90.0
2642,0.35,255.0,90.0
2643,0.35,255.0,100.0
2644,0.35,255.0,90.0
2645,0.35,255.0,83.0
2646,0.35,255.0,90.0
2647,0.35,255.0,90.0
2648,0.35,255.0,90.0
2649,0.34,255.0,90.0
2650,0.34,255.0,100.0
2651,0.34,255.0,90.0
2652,0.34,255.0,90.0
2653,0.34,255.0,90.0
2654,0.34,255.0,90.0
2655,0.34,255.0,90.0
2656,0.34,255.0,83.0
2657,0.34,255.0,100.0
2658,0.34,255.0,90.0
2659,0.34,255.0,90.0
2660,0.33,255.0,90.0
2661,0.33,255.0,90.0
2662,0.33,255.0,90.0
2663,0.33,255.0,83.0
2664,0.33,255.0,100.0
2665,0.33,255.0,83.0
2666,0.33,255.0,90.0
2667,0.33,255.0,90.0
2668,0.33,255.0,100.0
2669,0.33,255.0,90.0
2670,0.33,255.0,83.0
2671,0.33,255.0,100.0
2672,0.32,255.0,83.0
2673,0.32,255.0,90.0
2674,0.32,255.0,83.0
2675,0.32,255.0,100.0
2676,0.32,255.0,90.0
2677,0.32,255.0,90.0
2678,0.32,255.0,100.0
2679,0.32,255.0,90.0
2680,0.32,255.0,90.0
2681,0.32,255.0,83.0
2682,0.32,255.0,100.0
2683,0.32,255.0,83.0
2684,0.31,255.0,90.0
2685,0.31,255.0,100.0
2686,0.31,255.0,90.0
2687,0.31,255.0,90.0
2688,0.31,255.0,83.0
2689,0.31,255.0,100.0
2690,0.31,255.0,83.0
2691,0.31,255.0,90.0
2692,0.31,255.0,90.0
2693,0.31,255.0,90.0
2694,0.31,255.0,90.0
2695,0.31,255.0,90.0
2696,0.31,255.0,100.0
2697,0.3,255.0,83.0
2698,0.3,255.0,90.0
2699,0.3,255.0,90.0
2700,0.3,255.0,90.0
2701,0.3,255.0,83.0
2702,0.3,255.0,90.0
2703,0.3,255.0,100.0
2704,0.3,255.0,90.0
2705,0.3,255.0,90.0
2706,0.3,255.0,90.0
2707,0.3,255.0,90.0
2708,0.3,255.0,83.0
2709,0.3,255.0,90.0
2710,0.3,255.0,100.0
2711,0.29,255.0,90.0
2712,0.29,255.0,90.0
2713,0.29,255.0,90.0
2714,0.29,255.0,90.0
2715,0.29,255.0,83.0
2716,0.29,255.0,90.0
2717,0.29,255.0,90.0
2718,0.29,255.0,90.0
2719,0.29,255.0,90.0
2720,0.29,255.0,90.0
2721,0.29,255.0,100.0
2722,0.29,255.0,90.0
2723,0.29,255.0,90.0
2724,0.29,255.0,90.0
2725,0.29,255.0,90.0
2726,0.28,255.0,83.0
2727,0.28,255.0,90.0
2728,0.28,255.0,100.0
2729,0.28,255.0,90.0
2730,0.28,255.0,90.0
2731,0.28,255.0,100.0
2732,0.28,255.0,90.0
2733,0.28,255.0,83.0
2734,0.28,255.0,90.0
2735,0.28,255.0,90.0
2736,0.28,255.0,90.0
2737,0.28,255.0,90.0
2738,0.28,255.0,100.0
2739,0.28,255.0,90.0
2740,0.28,255.0,90.0
2741,0.27,255.0,90.0
2742,0.27,255.0,90.0
2743,0.27,255.0,90.0
2744,0.27,255.0,83.0
2745,0.27,255.0,100.0
2746,0.27,255.0,90.0
2747,0.27,255.0,90.0
2748,0.27,255.0,90.0
2749,0.27,255.0,90.0
2750,0.3,255.0,90.0
2751,0.3,255.0,83.0
2752,0.3,255.0,100.0
2753,0.3,255.0,83.0
2754,0.3,255.0,90.0
2755,0.29,255.0,90.0
2756,0.29,255.0,100.0
2757,0.29,255.0,90.0
2758,0.29,255.0,83.0
2759,0.29,255.0,100.0
2760,0.29,255.0,83.0
2761,0.29,255.0,90.0
2762,0.32,255.0,83.0
2763,0.32,255.0,100.0
2764,0.32,255.0,90.0
2765,0.32,255.0,90.0
2766,0.32,255.0,100.0
2767,0.32,255.0,90.0
2768,0.32,255.0,90.0
2769,0.32,255.0,83.0
2770,0.34,255.0,100.0
2771,0.34,255.0,83.0
2772,0.34,255.0,90.0
2773,0.34,255.0,100.0
2774,0.34,255.0,90.0
2775,0.34,255.0,90.0
2776,0.34,255.0,83.0
2777,0.37,255.0,100.0
2778,0.37,255.0,83.0
2779,0.36,255.0,90.0
2780,0.4,255.0,90.0
2781,0.39,255.0,90.0
2782,0.39,255.0,90.0
2783,0.39,255.0,90.0
2784,0.42,255.0,100.0
2785,0.42,255.0,83.0
2786,0.42,255.0,90.0
2787,0.45,255.0,90.0
2788,0.45,255.0,90.0
2789,0.45,255.0,83.0
2790,0.45,255.0,90.0
2791,0.48,255.0,100.0
2792,0.48,255.0,90.0
2793,0.48,255.0,90.0
2794,0.48,255.0,83.0
2795,0.51,255.0,90.0
2796,0.51,255.0,83.0
2797,0.51,255.0,90.0
2798,0.51,255.0,100.0
2799,0.53,255.0,90.0
2800,0.53,255.0,90.0
2801,0.53,255.0,90.0
2802,0.53,255.0,90.0
2803,0.56,255.0,83.0
2804,0.56,255.0,90.0
2805,0.56,255.0,90.0
2806,0.59,255.0,90.0
2807,0.59,255.0,90.0
2808,0.59,255.0,90.0
2809,0.62,255.0,100.0
2810,0.62,255.0,90.0
2811,0.62,255.0,90.0
2812,0.66,255.0,90.0
2813,0.65,255.0,90.0
2814,0.65,255.0,83.0
2815,0.69,255.0,90.0
2816,0.68,255.0,100.0
2817,0.68,255.0,90.0
2818,0.72,255.0,90.0
2819,0.72,255.0,100.0
2820,0.72,255.0,90.0
2821,0.75,255.0,83.0
2822,0.75,255.0,90.0
2823,0.79,255.0,90.0
2824,0.79,255.0,90.0
2825,0.78,255.0,90.0
2826,0.82,255.0,100.0
2827,0.82,255.0,90.0
2828,0.86,255.0,90.0
2829,0.85,255.0,90.0
2830,0.89,255.0,90.0
2831,0.89,255.0,90.0
2832,0.89,255.0,83.0
2833,0.92,255.0,100.0
2834,0.92,255.0,90.0
2835,0.96,255.0,90.0
2836,0.96,255.0,90.0
2837,1.0,255.0,90.0
2838,0.99,255.0,90.0
2839,0.99,255.0,83.0
2840,1.03,255.0,100.0
2841,1.03,255.0,83.0
2842,1.07,255.0,90.0
2843,1.07,255.0,90.0
2844,1.11,255.0,100.0
2845,1.1,255.0,90.0
2846,1.15,255.0,83.0
2847,1.14,255.0,100.0
2848,1.18,255.0,83.0
2849,1.18,255.0,90.0
2850,1.23,255.0,83.0
2851,1.22,255.0,100.0
2852,1.27,255.0,90.0
2853,1.26,255.0,90.0
2854,1.31,255.0,100.0
2855,1.3,255.0,90.0
2856,1.35,255.0,90.0
2857,1.35,255.0,83.0
2858,1.39,255.0,100.0
2859,1.39,255.0,83.0
2860,1.44,255.0,90.0
2861,1.43,255.0,100.0
2862,1.47,255.0,90.0
2863,1.52,255.0,90.0
2864,1.52,255.0,83.0
2865,1.56,255.0,100.0
2866,1.56,255.0,83.0
2867,1.61,255.0,90.0
2868,1.66,255.0,90.0
2869,1.65,255.0,90.0
2870,1.71,255.0,90.0
2871,1.7,255.0,90.0
2872,1.75,255.0,100.0
2873,1.81,255.0,83.0
2874,1.8,255.0,90.0
2875,1.85,255.0,90.0
2876,1.85,255.0,90.0
2877,1.9,255.0,83.0
2878,1.96,255.0,90.0
2879,1.95,255.0,100.0
2880,2.0,255.0,90.0
2881,2.06,255.0,90.0
2882,2.05,255.0,83.0
2883,2.11,255.0,90.0
2884,2.09,255.0,83.0
2885,2.15,255.0,90.0
2886,2.21,255.0,100.0
2887,2.2,255.0,90.0
2888,2.26,255.0,90.0
2889,2.25,255.0,90.0
2890,2.31,255.0,90.0
2891,2.38,255.0,83.0
2892,2.36,255.0,90.0
2893,2.43,255.0,90.0
2894,2.41,255.0,90.0
2895,2.48,255.0,90.0
2896,2.54,255.0,90.0
2897,2.53,255.0,100.0
2898,2.59,255.0,90.0
2899,2.65,255.0,90.0
2900,2.64,255.0,90.0
2901,2.7,255.0,90.0
2902,2.77,255.0,83.0
2903,2.75,255.0,90.0
2904,2.81,255.0,100.0
2905,2.88,255.0,90.0
2906,2.86,255.0,90.0
2907,2.93,255.0,100.0
2908,2.99,255.0,90.0
2909,2.97,255.0,83.0
2910,3.03,255.0,90.0
2911,3.01,255.0,90.0
2912,3.08,255.0,90.0
2913,3.15,255.0,90.0
2914,3.13,255.0,100.0
2915,3.2,255.0,90.0
2916,3.27,255.0,90.0
2917,3.24,255.0,90.0
2918,3.31,255.0,90.0
2919,3.38,255.0,90.0
2920,3.36,255.0,83.0
2921,3.43,255.0,100.0
2922,3.49,255.0,90.0
2923,3.47,255.0,90.0
2924,3.54,255.0,90.0
2925,3.61,255.0,90.0
2926,3.59,255.0,90.0
2927,3.66,255.0,83.0
2928,3.74,255.0,100.0
2929,3.71,255.0,83.0
2930,3.78,255.0,90.0
2931,3.86,255.0,90.0
2932,3.83,255.0,100.0
2933,3.9,255.0,90.0
2934,3.87,255.0,83.0
2935,3.94,255.0,100.0
2936,4.01,255.0,83.0
2937,3.98,255.0,90.0
2938,4.06,255.0,83.0
2939,4.13,255.0,100.0
2940,4.09,255.0,90.0
2941,4.17,255.0,90.0
2942,4.25,255.0,100.0
2943,4.21,255.0,90.0
2944,4.29,255.0,90.0
2945,4.26,255.0,83.0
2946,4.33,255.0,100.0
2947,4.4,255.0,83.0
2948,4.36,255.0,90.0
2949,4.44,-255.0,100.0
2950,4.5,-255.0,90.0
2951,4.58,-255.0,90.0
2952,4.54,-255.0,90.0
2953,4.61,-255.0,100.0
2954,4.67,-255.0,90.0
2955,4.63,-255.0,90.0
2956,4.71,-255.0,90.0
2957,4.78,-255.0,90.0
2958,4.85,-255.0,83.0
2959,4.81,-255.0,100.0
2960,4.87,-255.0,83.0
2961,4.94,-255.0,90.0
2962,4.9,-255.0,83.0
2963,4.96,-255.0,100.0
2964,5.03,-255.0,90.0
2965,4.98,-255.0,90.0
2966,5.06,-255.0,100.0
2967,5.12,-255.0,90.0
2968,5.07,-255.0,90.0
2969,5.15,-255.0,100.0
2970,5.21,-255.0,90.0
2971,5.16,-255.0,83.0
2972,5.23,-255.0,90.0
2973,5.3,-255.0,83.0
2974,5.25,-255.0,90.0
2975,5.32,-255.0,83.0
2976,5.39,-255.0,100.0
2977,5.34,-255.0,83.0
2978,5.41,-255.0,90.0
2979,5.49,-255.0,100.0
2980,5.43,-255.0,90.0
2981,5.51,-255.0,90.0
2982,5.58,-255.0,90.0
2983,5.52,-255.0,90.0
2984,5.59,-255.0,90.0
2985,5.53,-255.0,90.0
2986,5.61,-255.0,90.0
2987,5.68,-255.0,90.0
2988,5.62,-255.0,83.0
2989,5.69,-255.0,100.0
2990,5.63,-255.0,83.0
2991,5.7,-255.0,90.0
2992,5.78,-255.0,83.0
2993,5.72,-255.0,100.0
2994,5.79,-255.0,83.0
2995,5.73,-255.0,90.0
2996,5.8,-255.0,100.0
2997,5.86,-255.0,90.0
2998,5.8,-255.0,90.0
2999,5.87,-255.0,100.0
3000,5.81,-255.0,90.0
3001,5.88,-255.0,90.0
3002,5.96,-255.0,90.0
3003,5.89,-255.0,83.0
3004,5.96,-255.0,90.0
3005,5.9,-255.0,83.0
3006,5.97,-255.0,100.0
3007,6.04,-255.0,83.0
3008,5.98,-255.0,90.0
3009,6.05,-255.0,100.0
3010,5.99,-255.0,90.0
3011,6.06,-255.0,90.0
3012,6.0,-255.0,90.0
3013,6.07,-255.0,90.0
3014,6.0,-255.0,90.0
3015,6.08,-255.0,90.0
3016,6.01,-255.0,100.0
3017,6.08,-255.0,90.0
3018,6.15,-255.0,83.0
3019,6.09,-255.0,100.0
3020,6.15,-255.0,83.0
3021,6.08,-255.0,90.0
3022,6.16,-255.0,83.0
3023,6.09,-255.0,90.0
3024,6.17,-255.0,83.0
3025,6.1,-255.0,90.0
3026,6.17,-255.0,100.0
3027,6.11,-255.0,90.0
3028,6.18,-255.0,90.0
3029,6.11,-255.0,100.0
3030,6.18,-255.0,90.0
3031,6.11,-255.0,90.0
3032,6.04,-255.0,90.0
3033,6.1,-255.0,90.0
3034,6.04,-255.0,90.0
3035,6.11,-255.0,83.0
3036,6.05,-255.0,100.0
3037,6.12,-255.0,83.0
3038,6.05,-255.0,90.0
3039,5.98,-255.0,90.0
3040,6.05,-255.0,90.0
3041,5.98,-255.0,90.0
3042,6.05,-255.0,90.0
3043,5.98,-255.0,100.0
3044,6.05,-255.0,90.0
3045,5.98,-255.0,90.0
3046,5.91,-255.0,100.0
3047,5.99,-255.0,90.0
3048,5.92,-255.0,90.0
3049,5.85,-255.0,100.0
3050,5.79,-255.0,83.0
3051,5.86,-255.0,90.0
3052,5.8,-255.0,83.0
3053,5.73,-255.0,90.0
3054,5.81,-255.0,83.0
3055,5.75,-255.0,90.0
3056,5.68,-255.0,100.0
3057,5.75,-255.0,90.0
3058,5.69,-255.0,90.0
3059,5.62,-255.0,100.0
3060,5.56,-255.0,90.0
3061,5.64,-255.0,90.0
3062,5.57,-255.0,90.0
3063,5.51,-255.0,90.0
3064,5.45,-255.0,90.0
3065,5.53,-255.0,83.0
3066,5.47,-255.0,100.0
3067,5.41,-255.0,83.0
3068,5.35,-255.0,90.0
3069,5.43,-255.0,90.0
3070,5.37,-255.0,90.0
3071,5.31,-255.0,83.0
3072,5.25,-255.0,90.0
3073,5.19,-255.0,100.0
3074,5.26,-255.0,90.0
3075,5.2,-255.0,90.0
3076,5.14,-255.0,100.0
3077,5.09,-255.0,90.0
3078,5.03,-255.0,90.0
3079,5.12,-255.0,100.0
3080,5.06,-255.0,90.0
3081,5.0,-255.0,90.0
3082,4.95,-255.0,83.0
3083,4.89,-255.0,90.0
3084,4.83,-255.0,83.0
3085,4.92,-255.0,90.0
3086,4.87,-255.0,90.0
3087,4.81,-255.0,90.0
3088,4.76,-255.0,90.0
3089,4.7,-255.0,100.0
3090,4.65,-255.0,90.0
3091,4.6,-255.0,90.0
3092,4.55,-255.0,90.0
3093,4.49,-255.0,100.0
3094,4.44,-255.0,90.0
3095,4.39,-255.0,83.0
3096,4.35,-255.0,100.0
3097,4.3,-255.0,83.0
3098,4.25,-255.0,90.0
3099,4.2,-255.0,90.0
3100,4.16,-255.0,90.0
3101,4.11,-255.0,83.0
3102,4.07,-255.0,90.0
3103,4.02,-255.0,100.0
3104,3.98,-255.0,90.0
3105,3.93,-255.0,90.0
3106,3.89,-255.0,100.0
3107,3.85,-255.0,90.0
3108,3.81,-255.0,90.0
3109,3.77,-255.0,100.0
3110,3.73,-255.0,90.0
3111,3.69,-255.0,90.0
3112,3.65,-255.0,83.0
3113,3.61,-255.0,90.0
3114,3.57,-255.0,83.0
3115,3.53,-255.0,90.0
3116,3.5,-255.0,90.0
3117,3.46,-255.0,90.0
3118,3.42,-255.0,83.0
3119,3.39,-255.0,100.0
3120,3.35,-255.0,90.0
3121,3.32,-255.0,90.0
3122,3.28,-255.0,90.0
