Sample Number (60 samples per second),Pv (l/m),duty (l/m),loopTime (ms)
4625,0.25,255.0,90.0
4626,0.25,255.0,90.0
4627,0.25,255.0,90.0
4628,0.25,255.0,90.0
4629,0.28,255.0,83.0
4630,0.28,255.0,100.0
4631,0.27,255.0,90.0
4632,0.27,255.0,90.0
4633,0.27,255.0,90.0
4634,0.27,255.0,90.0
4635,0.27,255.0,90.0
4636,0.27,255.0,83.0
4637,0.3,255.0,100.0
4638,0.3,255.0,83.0
4639,0.3,255.0,90.0
4640,0.3,255.0,90.0
4641,0.3,255.0,100.0
4642,0.29,255.0,90.0
4643,0.32,255.0,83.0
4644,0.32,255.0,100.0
4645,0.32,255.0,83.0
4646,0.32,255.0,90.0
4647,0.32,255.0,83.0
4648,0.32,255.0,100.0
4649,0.35,255.0,90.0
4650,0.35,255.0,90.0
4651,0.34,255.0,100.0
4652,0.34,255.0,90.0
4653,0.34,255.0,90.0
4654,0.34,255.0,83.0
4655,0.37,255.0,100.0
4656,0.37,255.0,83.0
4657,0.37,255.0,90.0
4658,0.37,255.0,100.0
4659,0.39,255.0,90.0
4660,0.39,255.0,90.0
4661,0.39,255.0,83.0
4662,0.39,255.0,100.0
4663,0.42,255.0,83.0
4664,0.42,255.0,90.0
4665,0.42,255.0,90.0
4666,0.44,255.0,90.0
4667,0.44,255.0,90.0
4668,0.44,255.0,90.0
4669,0.44,255.0,100.0
4670,0.47,255.0,83.0
4671,0.47,255.0,90.0
4672,0.47,255.0,90.0
4673,0.47,255.0,90.0
4674,0.5,255.0,83.0
4675,0.5,255.0,90.0
4676,0.49,255.0,100.0
4677,0.52,255.0,90.0
4678,0.52,255.0,90.0
4679,0.52,255.0,83.0
4680,0.52,255.0,90.0
4681,0.55,255.0,83.0
4682,0.55,255.0,90.0
4683,0.55,255.0,100.0
4684,0.58,255.0,90.0
4685,0.58,255.0,90.0
4686,0.61,255.0,90.0
4687,0.61,255.0,90.0
4688,0.6,255.0,83.0
4689,0.64,255.0,90.0
4690,0.64,255.0,90.0
4691,0.63,255.0,90.0
4692,0.67,255.0,90.0
4693,0.67,255.0,90.0
4694,0.66,255.0,100.0
4695,0.7,255.0,90.0
4696,0.69,255.0,90.0
4697,0.73,255.0,90.0
4698,0.73,255.0,90.0
4699,0.73,255.0,83.0
4700,0.76,255.0,90.0
4701,0.76,255.0,100.0
4702,0.79,255.0,90.0
4703,0.79,255.0,90.0
4704,0.79,255.0,100.0
4705,0.82,255.0,90.0
4706,0.82,255.0,83.0
4707,0.85,255.0,90.0
4708,0.85,255.0,90.0
4709,0.89,255.0,90.0
4710,0.89,255.0,90.0
4711,0.88,255.0,100.0
4712,0.92,255.0,90.0
4713,0.92,255.0,90.0
4714,0.96,255.0,90.0
4715,0.95,255.0,90.0
4716,0.99,255.0,90.0
4717,0.99,255.0,83.0
4718,0.99,255.0,100.0
4719,1.02,255.0,90.0
4720,1.02,255.0,90.0
4721,1.06,255.0,90.0
4722,1.06,255.0,90.0
4723,1.1,255.0,90.0
4724,1.1,255.0,83.0
4725,1.09,255.0,100.0
4726,1.13,255.0,83.0
4727,1.13,255.0,90.0
4728,1.17,255.0,90.0
4729,1.17,255.0,100.0
4730,1.21,255.0,90.0
4731,1.21,255.0,83.0
4732,1.2,255.0,100.0
4733,1.24,255.0,83.0
4734,1.24,255.0,90.0
4735,1.28,255.0,83.0
4736,1.28,255.0,100.0
4737,1.32,255.0,90.0
4738,1.32,255.0,90.0
4739,1.37,255.0,100.0
4740,1.36,255.0,90.0
4741,1.41,255.0,90.0
4742,1.4,255.0,83.0
4743,1.45,255.0,100.0
4744,1.44,255.0,83.0
4745,1.49,255.0,90.0
4746,1.48,255.0,100.0
4747,1.53,255.0,90.0
4748,1.52,255.0,90.0
4749,1.57,255.0,83.0
4750,1.56,255.0,100.0
4751,1.61,255.0,83.0
4752,1.61,255.0,90.0
4753,1.66,255.0,90.0
4754,1.65,255.0,90.0
4755,1.71,255.0,90.0
4756,1.7,255.0,90.0
4757,1.75,255.0,100.0
4758,1.74,255.0,83.0
4759,1.79,255.0,90.0
4760,1.79,255.0,90.0
4761,1.84,255.0,90.0
4762,1.83,255.0,83.0
4763,1.88,255.0,90.0
4764,1.87,255.0,100.0
4765,1.92,255.0,90.0
4766,1.98,255.0,90.0
4767,1.97,255.0,90.0
4768,2.02,255.0,90.0
4769,2.01,255.0,83.0
4770,2.07,255.0,90.0
4771,2.06,255.0,100.0
4772,2.11,255.0,90.0
4773,2.1,255.0,90.0
4774,2.15,255.0,90.0
4775,2.14,255.0,90.0
4776,2.2,255.0,83.0
4777,2.19,255.0,90.0
4778,2.25,255.0,90.0
4779,2.31,255.0,90.0
4780,2.3,255.0,90.0
4781,2.36,255.0,90.0
4782,2.34,255.0,100.0
4783,2.4,255.0,90.0
4784,2.39,255.0,90.0
4785,2.45,255.0,90.0
4786,2.44,255.0,90.0
4787,2.5,255.0,83.0
4788,2.49,255.0,90.0
4789,2.55,255.0,100.0
4790,2.54,255.0,90.0
4791,2.6,255.0,90.0
4792,2.59,255.0,100.0
4793,2.64,255.0,90.0
4794,2.71,255.0,83.0
4795,2.69,255.0,90.0
4796,2.68,255.0,90.0
4797,2.74,255.0,90.0
4798,2.81,255.0,90.0
4799,2.79,255.0,100.0
4800,2.86,255.0,90.0
4801,2.84,255.0,90.0
4802,2.91,255.0,90.0
4803,2.89,-255.0,90.0
4804,2.95,-255.0,90.0
4805,2.93,-255.0,83.0
4806,3.0,-255.0,100.0
4807,2.98,-255.0,83.0
4808,3.04,-255.0,90.0
4809,3.11,-255.0,100.0
4810,3.09,-255.0,90.0
4811,3.15,-255.0,90.0
4812,3.13,-255.0,90.0
4813,3.2,-255.0,100.0
4814,3.18,-255.0,90.0
4815,3.24,-255.0,90.0
4816,3.22,-255.0,90.0
4817,3.28,-255.0,90.0
4818,3.26,-255.0,83.0
4819,3.33,-255.0,100.0
4820,3.3,-255.0,83.0
4821,3.37,-255.0,90.0
4822,3.34,-255.0,83.0
4823,3.41,-255.0,100.0
4824,3.47,-255.0,90.0
4825,3.45,-255.0,90.0
4826,3.52,-255.0,100.0
4827,3.49,-255.0,90.0
4828,3.56,-255.0,90.0
4829,3.54,-255.0,100.0
4830,3.6,-255.0,90.0
4831,3.57,-255.0,90.0
4832,3.64,-255.0,90.0
4833,3.62,-255.0,90.0
4834,3.69,-255.0,90.0
4835,3.66,-255.0,83.0
4836,3.63,-255.0,100.0
4837,3.69,-255.0,83.0
4838,3.66,-255.0,90.0
4839,3.74,-255.0,100.0
4840,3.71,-255.0,90.0
4841,3.78,-255.0,90.0
4842,3.75,-255.0,90.0
4843,3.82,-255.0,100.0
4844,3.79,-255.0,90.0
4845,3.86,-255.0,90.0
4846,3.83,-255.0,100.0
4847,3.9,-255.0,90.0
4848,3.87,-255.0,83.0
4849,3.94,-255.0,100.0
4850,3.9,-255.0,83.0
4851,3.98,-255.0,90.0
4852,3.94,-255.0,83.0
4853,4.01,-255.0,90.0
4854,3.97,-255.0,83.0
4855,3.94,-255.0,90.0
4856,4.02,-255.0,100.0
4857,3.98,-255.0,90.0
4858,4.06,-255.0,90.0
4859,4.02,-255.0,100.0
4860,4.09,-255.0,90.0
4861,4.06,-255.0,90.0
4862,4.02,-255.0,90.0
4863,4.09,-255.0,100.0
4864,4.05,-255.0,90.0
4865,4.13,-255.0,83.0
4866,4.09,-255.0,100.0
4867,4.17,-255.0,83.0
4868,4.13,-255.0,90.0
4869,4.09,-255.0,90.0
4870,4.16,-255.0,90.0
4871,4.12,-255.0,83.0
4872,4.2,-255.0,90.0
4873,4.16,-255.0,100.0
4874,4.12,-255.0,90.0
4875,4.2,-255.0,90.0
4876,4.17,-255.0,100.0
4877,4.24,-255.0,90.0
4878,4.2,-255.0,90.0
4879,4.16,-255.0,100.0
4880,4.23,-255.0,90.0
4881,4.19,-255.0,90.0
4882,4.15,-255.0,83.0
4883,4.22,-255.0,90.0
4884,4.18,-255.0,83.0
4885,4.26,-255.0,90.0
4886,4.22,-255.0,90.0
4887,4.18,-255.0,90.0
4888,4.26,-255.0,90.0
4889,4.22,-255.0,100.0
4890,4.18,-255.0,90.0
4891,4.26,-255.0,90.0
4892,4.22,-255.0,90.0
4893,4.18,-255.0,100.0
4894,4.26,-255.0,90.0
4895,4.22,-255.0,83.0
4896,4.18,-255.0,100.0
4897,4.26,-255.0,83.0
4898,4.22,-255.0,90.0
4899,4.18,-255.0,90.0
4900,4.25,-255.0,90.0
4901,4.21,-255.0,83.0
4902,4.17,-255.0,90.0
4903,4.25,-255.0,100.0
4904,4.21,-255.0,90.0
4905,4.17,-255.0,90.0
4906,4.13,-255.0,100.0
4907,4.21,-255.0,90.0
4908,4.17,-255.0,90.0
4909,4.13,-255.0,100.0
4910,4.09,-255.0,90.0
4911,4.17,-255.0,90.0
4912,4.13,-255.0,83.0
4913,4.09,-255.0,90.0
4914,4.05,-255.0,83.0
4915,4.13,-255.0,90.0
4916,4.09,-255.0,90.0
4917,4.06,-255.0,90.0
4918,4.02,-255.0,83.0
4919,4.1,-255.0,100.0
4920,4.06,-255.0,90.0
4921,4.02,-255.0,90.0
4922,3.98,-255.0,90.0
4923,3.94,-255.0,100.0
4924,3.9,-255.0,90.0
4925,3.99,-255.0,90.0
4926,3.95,-255.0,100.0
4927,3.91,-255.0,83.0
4928,3.87,-255.0,90.0
4929,3.84,-255.0,90.0
4930,3.8,-255.0,90.0
4931,3.89,-255.0,83.0
4932,3.85,-255.0,90.0
4933,3.81,-255.0,90.0
4934,3.78,-255.0,90.0
4935,3.74,-255.0,90.0
4936,3.7,-255.0,100.0
4937,3.67,-255.0,90.0
4938,3.63,-255.0,90.0
4939,3.72,-255.0,100.0
4940,3.69,-255.0,90.0
4941,3.65,-255.0,90.0
4942,3.62,-255.0,83.0
4943,3.58,-255.0,100.0
4944,3.55,-255.0,83.0
4945,3.51,-255.0,90.0
4946,3.48,-255.0,90.0
4947,3.45,-255.0,90.0
4948,3.42,-255.0,83.0
4949,3.38,-255.0,100.0
4950,3.35,-255.0,83.0
4951,3.32,-255.0,90.0
4952,3.29,-255.0,90.0
4953,3.37,-255.0,100.0
4954,3.34,-255.0,90.0
4955,3.31,-255.0,90.0
4956,3.28,-255.0,100.0
4957,3.25,-255.0,90.0
4958,3.22,-255.0,90.0
4959,3.19,-255.0,90.0
4960,3.16,-255.0,90.0
4961,3.13,-255.0,83.0
4962,3.1,-255.0,90.0
4963,3.07,-255.0,90.0
4964,3.04,-255.0,90.0
4965,3.02,-255.0,90.0
4966,2.99,-255.0,100.0
4967,2.96,-255.0,90.0
4968,2.93,-255.0,90.0
4969,2.91,-255.0,100.0
4970,2.88,-255.0,90.0
4971,2.86,-255.0,90.0
4972,2.83,-255.0,90.0
4973,2.81,-255.0,100.0
4974,2.78,-255.0,83.0
4975,2.76,-255.0,90.0
4976,2.73,-255.0,90.0
4977,2.71,-255.0,90.0
4978,2.69,-255.0,83.0
4979,2.66,-255.0,100.0
4980,2.64,-255.0,83.0
4981,2.62,-255.0,90.0
4982,2.59,-255.0,90.0
4983,2.57,-255.0,100.0
4984,2.55,-255.0,90.0
4985,2.53,-255.0,90.0
4986,2.51,-255.0,100.0
4987,2.49,-255.0,90.0
4988,2.47,-255.0,90.0
4989,2.44,-255.0,100.0
4990,2.42,-255.0,90.0
4991,2.4,-255.0,83.0
4992,2.38,-255.0,90.0
4993,2.36,-255.0,83.0
4994,2.35,-255.0,90.0
4995,2.33,-255.0,83.0
4996,2.31,-255.0,100.0
4997,2.29,-255.0,83.0
4998,2.27,-255.0,90.0
4999,2.25,-255.0,100.0
5000,2.23,-255.0,90.0
5001,2.22,-255.0,90.0
5002,2.2,-255.0,90.0
5003,2.18,-255.0,90.0
5004,2.16,-255.0,90.0
5005,2.15,-255.0,90.0
5006,2.13,-255.0,90.0
5007,2.11,-255.0,90.0
5008,2.1,-255.0,83.0
5009,2.08,-255.0,100.0
5010,2.06,-255.0,83.0
5011,2.05,-255.0,90.0
5012,2.03,-255.0,83.0
5013,2.02,-255.0,100.0
5014,2.0,-255.0,90.0
5015,1.98,-255.0,90.0
5016,1.97,-255.0,100.0
5017,1.95,-255.0,90.0
5018,1.94,-255.0,90.0
5019,1.93,-255.0,100.0
5020,1.91,-255.0,90.0
5021,1.9,-255.0,83.0
5022,1.88,-255.0,90.0
5023,1.87,-255.0,90.0
5024,1.85,-255.0,90.0
5025,1.84,-255.0,83.0
5026,1.83,-255.0,100.0
5027,1.81,-255.0,83.0
5028,1.8,-255.0,90.0
5029,1.79,-255.0,100.0
5030,1.78,-255.0,90.0
5031,1.76,-255.0,90.0
5032,1.75,-255.0,90.0
5033,1.74,-255.0,100.0
5034,1.72,-255.0,90.0
5035,1.71,-255.0,90.0
5036,1.7,-255.0,100.0
5037,1.69,-255.0,90.0
5038,1.68,-255.0,83.0
5039,1.66,-255.0,100.0
5040,1.65,-255.0,83.0
5041,1.64,-255.0,90.0
5042,1.63,-255.0,83.0
5043,1.62,-255.0,90.0
5044,1.61,-255.0,83.0
5045,1.6,-255.0,90.0
5046,1.59,-255.0,100.0
5047,1.58,-255.0,90.0
5048,1.56,-255.0,90.0
5049,1.55,-255.0,100.0
5050,1.54,-255.0,90.0
5051,1.53,-255.0,90.0
5052,1.52,-255.0,90.0
5053,1.51,-255.0,83.0
5054,1.5,-255.0,90.0
5055,1.49,-255.0,83.0
5056,1.48,-255.0,100.0
5057,1.47,-255.0,83.0
5058,1.46,-255.0,90.0
5059,1.45,-255.0,90.0
5060,1.45,-255.0,90.0
5061,1.44,-255.0,90.0
5062,1.43,-255.0,90.0
5063,1.42,-255.0,90.0
5064,1.41,-255.0,90.0
5065,1.4,-255.0,90.0
5066,1.39,-255.0,100.0
5067,1.38,-255.0,90.0
5068,1.37,-255.0,83.0
5069,1.36,-255.0,100.0
5070,1.36,-255.0,83.0
5071,1.35,-255.0,90.0
5072,1.34,-255.0,83.0
5073,1.33,-255.0,90.0
5074,1.32,-255.0,83.0
5075,1.31,-255.0,90.0
5076,1.31,-255.0,100.0
5077,1.3,-255.0,90.0
5078,1.29,-255.0,90.0
5079,1.28,-255.0,100.0
5080,1.27,-255.0,90.0
5081,1.27,-255.0,90.0
5082,1.26,-255.0,90.0
5083,1.25,-255.0,100.0
5084,1.24,-255.0,90.0
5085,1.24,-255.0,83.0
5086,1.23,-255.0,100.0
5087,1.22,-255.0,83.0
5088,1.22,-255.0,90.0
5089,1.21,-255.0,90.0
5090,1.2,-255.0,90.0
5091,1.19,-255.0,83.0
5092,1.19,-255.0,90.0
5093,1.18,-255.0,100.0
5094,1.17,-255.0,90.0
5095,1.17,-255.0,90.0
5096,1.16,-255.0,100.0
5097,1.15,-255.0,90.0
5098,1.15,-255.0,90.0
5099,1.14,-255.0,100.0
5100,1.13,-255.0,83.0
5101,1.13,-255.0,90.0
5102,1.12,-255.0,83.0
5103,1.12,-255.0,90.0
5104,1.11,-255.0,83.0
5105,1.1,-255.0,90.0
5106,1.1,-255.0,90.0
5107,1.09,-255.0,90.0
5108,1.08,-255.0,90.0
5109,1.08,-255.0,100.0
5110,1.07,-255.0,90.0
5111,1.07,-255.0,90.0
5112,1.06,-255.0,90.0
5113,1.06,-255.0,100.0
5114,1.05,-255.0,90.0
5115,1.04,-255.0,83.0
5116,1.04,-255.0,100.0
5117,1.03,-255.0,83.0
5118,1.03,-255.0,90.0
5119,1.02,-255.0,90.0
5120,1.02,-255.0,90.0
5121,1.01,-255.0,83.0
5122,1.01,-255.0,90.0
5123,1.0,-255.0,100.0
5124,1.0,-255.0,90.0
5125,0.99,-255.0,90.0
5126,0.99,-255.0,100.0
5127,0.98,-255.0,90.0
5128,0.98,-255.0,90.0
5129,0.97,-255.0,100.0
5130,0.97,-255.0,90.0
5131,0.96,-255.0,90.0
5132,0.96,-255.0,83.0
5133,0.95,-255.0,90.0
5134,0.95,-255.0,83.0
5135,0.94,-255.0,90.0
5136,0.94,-255.0,90.0
5137,0.93,-255.0,90.0
5138,0.93,-255.0,90.0
5139,0.92,-255.0,100.0
5140,0.92,-255.0,90.0
5141,0.91,-255.0,90.0
5142,0.91,-255.0,90.0
5143,0.9,-255.0,90.0
5144,0.9,-255.0,90.0
5145,0.9,-255.0,83.0
5146,0.89,-255.0,100.0
5147,0.89,-255.0,83.0
5148,0.88,-255.0,90.0
5149,0.88,-255.0,90.0
5150,0.87,-255.0,90.0
5151,0.87,-255.0,83.0
5152,0.87,-255.0,90.0
5153,0.86,-255.0,100.0
5154,0.86,-255.0,90.0
5155,0.85,-255.0,90.0
5156,0.85,-255.0,100.0
5157,0.85,-255.0,90.0
5158,0.84,-255.0,90.0
5159,0.84,-255.0,100.0
5160,0.83,-255.0,90.0
5161,0.83,-255.0,90.0
5162,0.83,-255.0,83.0
5163,0.82,-255.0,100.0
5164,0.82,-255.0,83.0
5165,0.81,-255.0,90.0
5166,0.81,-255.0,90.0
5167,0.81,-255.0,90.0
5168,0.8,-255.0,83.0
5169,0.8,-255.0,100.0
5170,0.8,-255.0,90.0
5171,0.79,-255.0,90.0
5172,0.79,-255.0,90.0
5173,0.79,-255.0,100.0
5174,0.78,-255.0,90.0
5175,0.78,-255.0,90.0
5176,0.78,-255.0,100.0
5177,0.77,-255.0,90.0
5178,0.77,-255.0,90.0
5179,0.76,-255.0,90.0
5180,0.76,-255.0,90.0
5181,0.76,-255.0,83.0
5182,0.75,-255.0,90.0
5183,0.75,-255.0,90.0
5184,0.75,-255.0,90.0
5185,0.75,-255.0,90.0
5186,0.74,-255.0,100.0
5187,0.74,-255.0,90.0
5188,0.74,-255.0,90.0
5189,0.73,-255.0,100.0
5190,0.73,-255.0,90.0
5191,0.73,-255.0,90.0
5192,0.72,-255.0,90.0
5193,0.72,-255.0,100.0
5194,0.72,-255.0,83.0
5195,0.71,-255.0,90.0
5196,0.71,-255.0,90.0
5197,0.71,-255.0,90.0
5198,0.7,-255.0,83.0
5199,0.7,-255.0,100.0
5200,0.7,-255.0,83.0
5201,0.7,-255.0,90.0
5202,0.69,-255.0,90.0
5203,0.69,-255.0,100.0
5204,0.69,-255.0,90.0
5205,0.68,-255.0,90.0
5206,0.68,-255.0,100.0
5207,0.68,-255.0,90.0
5208,0.68,-255.0,90.0
5209,0.67,-255.0,90.0
5210,0.67,-255.0,90.0
5211,0.67,-255.0,83.0
5212,0.67,-255.0,90.0
5213,0.66,-255.0,90.0
5214,0.66,-255.0,90.0
5215,0.66,-255.0,83.0
5216,0.65,-255.0,100.0
5217,0.65,-255.0,90.0
5218,0.65,-255.0,90.0
5219,0.65,-255.0,100.0
5220,0.64,-255.0,90.0
5221,0.64,-255.0,90.0
5222,0.64,-255.0,90.0
5223,0.64,-255.0,100.0
5224,0.63,-255.0,90.0
5225,0.63,-255.0,90.0
5226,0.63,-255.0,90.0
5227,0.63,-255.0,90.0
5228,0.62,-255.0,83.0
5229,0.62,-255.0,100.0
5230,0.62,-255.0,83.0
5231,0.62,-255.0,90.0
5232,0.62,-255.0,90.0
5233,0.61,-255.0,100.0
5234,0.61,-255.0,90.0
5235,0.61,-255.0,90.0
5236,0.61,-255.0,100.0
5237,0.6,-255.0,90.0
5238,0.6,-255.0,90.0
5239,0.6,-255.0,100.0
5240,0.6,-255.0,90.0
5241,0.59,-255.0,83.0
5242,0.59,-255.0,90.0
5243,0.59,-255.0,83.0
5244,0.59,-255.0,90.0
5245,0.59,-255.0,83.0
5246,0.58,-255.0,100.0
5247,0.58,-255.0,83.0
5248,0.58,-255.0,90.0
5249,0.58,-255.0,100.0
5250,0.58,-255.0,90.0
5251,0.57,-255.0,90.0
5252,0.57,-255.0,90.0
5253,0.57,-255.0,90.0
5254,0.57,255.0,90.0
5255,0.57,255.0,90.0
5256,0.56,255.0,90.0
5257,0.56,255.0,90.0
5258,0.56,255.0,83.0
5259,0.56,255.0,90.0
5260,0.55,255.0,100.0
5261,0.55,255.0,90.0
5262,0.55,255.0,90.0
5263,0.55,255.0,100.0
5264,0.55,255.0,90.0
5265,0.55,255.0,83.0
5266,0.54,255.0,90.0
5267,0.54,255.0,90.0
5268,0.54,255.0,90.0
5269,0.54,255.0,90.0
5270,0.54,255.0,100.0
5271,0.53,255.0,90.0
5272,0.53,255.0,90.0
5273,0.53,255.0,90.0
5274,0.53,255.0,90.0
5275,0.53,255.0,90.0
5276,0.52,255.0,83.0
5277,0.52,255.0,100.0
5278,0.52,255.0,90.0
5279,0.52,255.0,90.0
5280,0.52,255.0,90.0
5281,0.52,255.0,90.0
5282,0.51,255.0,90.0
5283,0.51,255.0,83.0
5284,0.51,255.0,100.0
5285,0.51,255.0,83.0
5286,0.51,255.0,90.0
5287,0.51,255.0,90.0
5288,0.5,255.0,100.0
5289,0.5,255.0,90.0
5290,0.5,255.0,83.0
5291,0.5,255.0,100.0
5292,0.5,255.0,83.0
5293,0.5,255.0,90.0
5294,0.49,255.0,83.0
5295,0.49,255.0,100.0
5296,0.49,255.0,90.0
5297,0.49,255.0,90.0
5298,0.49,255.0,100.0
5299,0.49,255.0,90.0
5300,0.48,255.0,90.0
5301,0.48,255.0,83.0
5302,0.48,255.0,100.0
5303,0.48,255.0,83.0
5304,0.48,255.0,90.0
5305,0.48,255.0,100.0
5306,0.48,255.0,90.0
5307,0.47,255.0,90.0
5308,0.47,255.0,83.0
5309,0.47,255.0,100.0
5310,0.47,255.0,83.0
5311,0.47,255.0,90.0
5312,0.47,255.0,90.0
5313,0.46,255.0,90.0
5314,0.46,255.0,90.0
5315,0.46,255.0,90.0
5316,0.46,255.0,100.0
5317,0.46,255.0,90.0
5318,0.46,255.0,90.0
5319,0.46,255.0,90.0
5320,0.45,255.0,90.0
5321,0.45,255.0,83.0
5322,0.45,255.0,90.0
5323,0.45,255.0,100.0
5324,0.45,255.0,90.0
5325,0.45,255.0,90.0
5326,0.45,255.0,90.0
5327,0.45,255.0,90.0
5328,0.44,255.0,83.0
5329,0.44,255.0,90.0
5330,0.44,255.0,100.0
5331,0.44,255.0,90.0
5332,0.44,255.0,90.0
5333,0.44,255.0,100.0
5334,0.44,255.0,90.0
5335,0.43,255.0,83.0
5336,0.43,255.0,90.0
5337,0.43,255.0,90.0
5338,0.43,255.0,90.0
5339,0.43,255.0,90.0
5340,0.43,255.0,90.0
5341,0.43,255.0,90.0
5342,0.43,255.0,90.0
5343,0.42,255.0,90.0
5344,0.42,255.0,90.0
5345,0.42,255.0,90.0
5346,0.42,255.0,83.0
5347,0.42,255.0,90.0
5348,0.42,255.0,100.0
5349,0.42,255.0,90.0
5350,0.42,255.0,90.0
5351,0.41,255.0,100.0
5352,0.41,255.0,90.0
5353,0.41,255.0,83.0
5354,0.41,255.0,90.0
5355,0.41,255.0,83.0
5356,0.41,255.0,90.0
5357,0.41,255.0,90.0
5358,0.41,255.0,100.0
5359,0.4,255.0,90.0
5360,0.4,255.0,90.0
5361,0.4,255.0,90.0
5362,0.4,255.0,90.0
5363,0.4,255.0,90.0
5364,0.4,255.0,83.0
5365,0.4,255.0,100.0
5366,0.4,255.0,90.0
5367,0.4,255.0,90.0
5368,0.39,255.0,90.0
5369,0.39,255.0,90.0
5370,0.39,255.0,90.0
5371,0.39,255.0,83.0
5372,0.39,255.0,100.0
5373,0.39,255.0,83.0
5374,0.39,255.0,90.0
5375,0.39,255.0,90.0
5376,0.39,255.0,100.0
5377,0.39,255.0,90.0
5378,0.38,255.0,83.0
5379,0.38,255.0,100.0
5380,0.38,255.0,83.0
5381,0.38,255.0,90.0
5382,0.38,255.0,83.0
5383,0.38,255.0,100.0
5384,0.38,255.0,90.0
5385,0.38,255.0,90.0
5386,0.38,255.0,100.0
5387,0.37,255.0,90.0
5388,0.37,255.0,90.0
5389,0.37,255.0,83.0
5390,0.37,255.0,100.0
5391,0.37,255.0,83.0
5392,0.37,255.0,90.0
5393,0.37,255.0,100.0
5394,0.37,255.0,90.0
5395,0.37,255.0,90.0
5396,0.37,255.0,83.0
5397,0.36,255.0,100.0
5398,0.36,255.0,83.0
5399,0.36,255.0,90.0
5400,0.36,255.0,90.0
5401,0.36,255.0,90.0
5402,0.36,255.0,90.0
5403,0.36,255.0,90.0
5404,0.36,255.0,100.0
5405,0.36,255.0,90.0
5406,0.36,255.0,90.0
5407,0.36,255.0,90.0
5408,0.35,255.0,90.0
5409,0.35,255.0,83.0
5410,0.35,255.0,90.0
5411,0.35,255.0,100.0
5412,0.35,255.0,90.0
5413,0.35,255.0,90.0
5414,0.35,255.0,90.0
5415,0.35,255.0,90.0
5416,0.35,255.0,83.0
5417,0.35,255.0,90.0
5418,0.35,255.0,100.0
5419,0.34,255.0,90.0
5420,0.34,255.0,90.0
5421,0.34,255.0,100.0
5422,0.34,255.0,90.0
5423,0.34,255.0,83.0
5424,0.34,255.0,90.0
5425,0.34,255.0,90.0
5426,0.34,255.0,90.0
5427,0.34,255.0,90.0
5428,0.34,255.0,100.0
5429,0.34,255.0,90.0
5430,0.34,255.0,90.0
5431,0.33,255.0,90.0
5432,0.33,255.0,90.0
5433,0.33,255.0,90.0
5434,0.33,255.0,83.0
5435,0.33,255.0,90.0
5436,0.33,255.0,90.0
5437,0.33,255.0,90.0
5438,0.33,255.0,90.0
5439,0.33,255.0,100.0
5440,0.33,255.0,90.0
5441,0.33,255.0,83.0
5442,0.33,255.0,90.0
5443,0.32,255.0,90.0
5444,0.32,255.0,90.0
5445,0.32,255.0,90.0
5446,0.32,255.0,100.0
5447,0.32,255.0,90.0
5448,0.32,255.0,90.0
5449,0.32,255.0,90.0
5450,0.32,255.0,90.0
5451,0.32,255.0,90.0
5452,0.32,255.0,83.0
5453,0.32,255.0,100.0
5454,0.32,255.0,90.0
5455,0.32,255.0,90.0
5456,0.31,255.0,90.0
5457,0.31,255.0,90.0
5458,0.31,255.0,90.0
5459,0.31,255.0,83.0
5460,0.31,255.0,100.0
5461,0.31,255.0,83.0
5462,0.31,255.0,90.0
5463,0.31,255.0,90.0
5464,0.31,255.0,100.0
5465,0.31,255.0,90.0
5466,0.31,255.0,83.0
5467,0.31,255.0,100.0
5468,0.31,255.0,83.0
5469,0.31,255.0,90.0
5470,0.3,255.0,83.0
5471,0.3,255.0,100.0
5472,0.3,255.0,90.0
5473,0.3,255.0,90.0
5474,0.3,255.0,100.0
5475,0.3,255.0,90.0
5476,0.3,255.0,90.0
5477,0.3,255.0,83.0
5478,0.3,255.0,100.0
5479,0.3,255.0,83.0
5480,0.3,255.0,90.0
5481,0.3,255.0,100.0
5482,0.3,255.0,90.0
5483,0.3,255.0,90.0
5484,0.29,255.0,83.0
5485,0.29,255.0,100.0
5486,0.29,255.0,83.0
5487,0.29,255.0,90.0
5488,0.29,255.0,90.0
5489,0.29,255.0,90.0
5490,0.29,255.0,90.0
5491,0.29,255.0,90.0
5492,0.29,255.0,100.0
5493,0.29,255.0,90.0
5494,0.29,255.0,90.0
5495,0.29,255.0,90.0
5496,0.29,255.0,90.0
5497,0.29,255.0,83.0
5498,0.29,255.0,90.0
5499,0.29,255.0,100.0
5500,0.28,255.0,90.0
5501,0.28,255.0,90.0
5502,0.28,255.0,90.0
5503,0.28,255.0,90.0
5504,0.28,255.0,83.0
5505,0.28,255.0,90.0
5506,0.28,255.0,100.0
5507,0.28,255.0,90.0
5508,0.28,255.0,90.0
5509,0.28,255.0,100.0
5510,0.28,255.0,90.0
5511,0.28,255.0,83.0
5512,0.28,255.0,90.0
5513,0.28,255.0,90.0
5514,0.28,255.0,90.0
5515,0.28,255.0,90.0
5516,0.27,255.0,100.0
5517,0.27,255.0,90.0
5518,0.27,255.0,90.0
5519,0.27,255.0,90.0
5520,0.27,255.0,90.0
5521,0.27,255.0,90.0
5522,0.27,255.0,83.0
5523,0.27,255.0,90.0
5524,0.27,255.0,90.0
