Sample Number (90 samples per second),fluxo (l/m),setPoint (l/m),duty (),Stability (),frequency ()
610,14.17,-5.0,255.0,0.0,12.0
611,14.12,-5.0,255.0,0.0,10.0
612,14.07,-5.0,255.0,0.0,11.0
613,14.03,-5.0,255.0,0.0,12.0
614,13.99,-5.0,255.0,0.0,11.0
615,13.94,-5.0,255.0,0.0,12.0
616,13.9,-5.0,255.0,0.0,10.0
617,13.85,-5.0,255.0,0.0,11.0
618,13.81,-5.0,255.0,0.0,12.0
619,13.77,-5.0,255.0,0.0,11.0
620,13.73,-5.0,255.0,0.0,11.0
621,13.59,-5.0,255.0,0.0,10.0
622,13.55,-5.0,255.0,0.0,11.0
623,13.51,-5.0,255.0,0.0,12.0
624,13.47,-5.0,255.0,0.0,10.0
625,13.43,-5.0,255.0,0.0,11.0
626,13.39,-5.0,255.0,0.0,11.0
627,13.35,-5.0,255.0,0.0,11.0
628,13.32,-5.0,255.0,0.0,12.0
629,13.28,-5.0,255.0,0.0,10.0
630,13.24,-5.0,255.0,0.0,11.0
631,13.11,-5.0,255.0,0.0,11.0
632,13.08,-5.0,255.0,0.0,11.0
633,13.04,-5.0,255.0,0.0,12.0
634,13.01,-5.0,255.0,0.0,10.0
635,12.97,-5.0,255.0,0.0,11.0
636,12.94,-5.0,255.0,0.0,12.0
637,12.81,-5.0,255.0,0.0,11.0
638,12.78,-5.0,255.0,0.0,12.0
639,12.75,-5.0,255.0,0.0,10.0
640,12.71,-5.0,255.0,0.0,11.0
641,12.68,-5.0,255.0,0.0,12.0
642,12.65,-5.0,255.0,0.0,10.0
643,12.53,-5.0,255.0,0.0,11.0
644,12.5,-5.0,255.0,0.0,10.0
645,12.47,-5.0,255.0,0.0,11.0
646,12.45,-5.0,255.0,0.0,12.0
647,12.32,-5.0,255.0,0.0,10.0
648,12.29,-5.0,255.0,0.0,11.0
649,12.27,-5.0,255.0,0.0,11.0
650,12.24,-5.0,255.0,0.0,11.0
651,12.12,-5.0,255.0,0.0,12.0
652,12.09,-5.0,255.0,0.0,10.0
653,12.07,-5.0,255.0,0.0,11.0
654,11.95,-5.0,255.0,0.0,12.0
655,11.92,-5.0,255.0,0.0,11.0
656,11.9,-5.0,255.0,0.0,12.0
657,11.87,-5.0,255.0,0.0,10.0
658,11.76,-5.0,255.0,0.0,11.0
659,11.74,-5.0,255.0,0.0,12.0
660,11.72,-5.0,255.0,0.0,11.0
661,11.6,-5.0,255.0,0.0,11.0
662,11.58,-5.0,255.0,0.0,10.0
663,11.56,-5.0,255.0,0.0,11.0
664,11.45,-5.0,255.0,0.0,12.0
665,11.43,-5.0,255.0,0.0,10.0
666,11.4,-5.0,255.0,0.0,11.0
667,11.29,-5.0,255.0,0.0,11.0
668,11.27,-5.0,255.0,0.0,11.0
669,11.26,-5.0,255.0,0.0,12.0
670,11.15,-5.0,255.0,0.0,10.0
671,11.13,-5.0,255.0,0.0,11.0
672,11.02,-5.0,255.0,0.0,11.0
673,11.0,-5.0,255.0,0.0,11.0
674,10.99,-5.0,255.0,0.0,12.0
675,10.88,-5.0,255.0,0.0,10.0
676,10.86,-5.0,255.0,0.0,11.0
677,10.85,-5.0,255.0,0.0,12.0
678,10.75,-5.0,255.0,0.0,11.0
679,10.73,-5.0,255.0,0.0,12.0
680,10.72,-5.0,255.0,0.0,10.0
681,10.61,-5.0,255.0,0.0,11.0
682,10.61,-5.0,255.0,0.0,12.0
683,10.5,-5.0,255.0,0.0,11.0
684,10.49,-5.0,255.0,0.0,11.0
685,10.49,-5.0,255.0,0.0,10.0
686,10.38,-5.0,255.0,0.0,11.0
687,10.38,-5.0,255.0,0.0,12.0
688,10.37,-5.0,255.0,0.0,10.0
689,10.27,-5.0,255.0,0.0,11.0
690,10.27,-5.0,255.0,0.0,11.0
691,10.17,-5.0,255.0,0.0,11.0
692,10.16,-5.0,255.0,0.0,12.0
693,10.06,-5.0,255.0,0.0,10.0
694,10.05,-5.0,255.0,0.0,11.0
695,9.95,-5.0,255.0,0.0,11.0
696,9.95,-5.0,255.0,0.0,11.0
697,9.85,-5.0,255.0,0.0,12.0
698,9.86,-5.0,255.0,0.0,10.0
699,9.85,-5.0,255.0,0.0,11.0
700,9.76,-5.0,255.0,0.0,11.0
701,9.76,-5.0,255.0,0.0,10.0
702,9.66,-5.0,255.0,0.0,12.0
703,9.67,-5.0,255.0,0.0,11.0
704,9.57,-5.0,255.0,0.0,11.0
705,9.57,-5.0,255.0,0.0,11.0
706,9.48,-5.0,255.0,0.0,10.0
707,9.38,-5.0,255.0,0.0,12.0
708,9.39,-5.0,255.0,0.0,11.0
709,9.3,-5.0,255.0,0.0,11.0
710,9.3,-5.0,255.0,0.0,11.0
711,9.21,-5.0,255.0,0.0,11.0
712,9.22,-5.0,255.0,0.0,11.0
713,9.13,-5.0,255.0,0.0,11.0
714,9.14,-5.0,255.0,0.0,11.0
715,9.05,-5.0,255.0,0.0,11.0
716,9.06,-5.0,255.0,0.0,11.0
717,9.07,-5.0,255.0,0.0,10.0
718,8.98,-5.0,255.0,0.0,11.0
719,8.99,-5.0,255.0,0.0,12.0
720,8.91,-5.0,255.0,0.0,11.0
721,8.92,-5.0,255.0,0.0,12.0
722,8.83,-5.0,255.0,0.0,10.0
723,8.84,-5.0,255.0,0.0,11.0
724,8.75,-5.0,255.0,0.0,11.0
725,8.76,-5.0,255.0,0.0,10.0
726,8.68,-5.0,255.0,0.0,12.0
727,8.69,-5.0,255.0,0.0,11.0
728,8.6,-5.0,255.0,0.0,11.0
729,8.62,-5.0,255.0,0.0,11.0
730,8.53,-5.0,255.0,0.0,10.0
731,8.55,-5.0,255.0,0.0,12.0
732,8.56,-5.0,255.0,0.0,11.0
733,8.48,-5.0,255.0,0.0,11.0
734,8.4,-5.0,255.0,0.0,11.0
735,8.41,-5.0,255.0,0.0,11.0
736,8.33,-5.0,255.0,0.0,11.0
737,8.34,-5.0,255.0,0.0,11.0
738,8.36,-5.0,255.0,0.0,11.0
739,8.28,-5.0,255.0,0.0,11.0
740,8.3,-5.0,255.0,0.0,11.0
741,8.21,-5.0,255.0,0.0,10.0
742,8.13,-5.0,255.0,0.0,11.0
743,8.16,-5.0,255.0,0.0,12.0
744,8.08,-5.0,255.0,0.0,11.0
745,8.09,-5.0,255.0,0.0,12.0
746,8.01,-5.0,255.0,0.0,10.0
747,8.03,-5.0,255.0,0.0,11.0
748,7.95,-5.0,255.0,0.0,11.0
749,7.97,-5.0,255.0,0.0,10.0
750,7.89,-5.0,255.0,0.0,12.0
751,7.91,-5.0,255.0,0.0,11.0
752,7.84,-5.0,255.0,0.0,11.0
753,7.76,-5.0,255.0,0.0,11.0
754,7.78,-5.0,255.0,0.0,10.0
755,7.7,-5.0,255.0,0.0,12.0
756,7.63,-5.0,255.0,0.0,11.0
757,7.65,-5.0,255.0,0.0,10.0
758,7.58,-5.0,255.0,0.0,11.0
759,7.6,-5.0,255.0,0.0,11.0
760,7.53,-5.0,255.0,0.0,12.0
761,7.45,-5.0,255.0,0.0,11.0
762,7.48,-5.0,255.0,0.0,11.0
763,7.4,-5.0,255.0,0.0,11.0
764,7.43,-5.0,255.0,0.0,11.0
765,7.36,-5.0,255.0,0.0,10.0
766,7.38,-5.0,255.0,0.0,11.0
767,7.3,-5.0,255.0,0.0,12.0
768,7.23,-5.0,255.0,0.0,11.0
769,7.25,-5.0,255.0,0.0,11.0
770,7.18,-5.0,255.0,0.0,10.0
771,7.2,-5.0,255.0,0.0,11.0
772,7.13,-5.0,255.0,0.0,12.0
773,7.16,-5.0,255.0,0.0,10.0
774,7.09,-5.0,255.0,0.0,12.0
775,7.12,-5.0,255.0,0.0,11.0
776,7.05,-5.0,255.0,0.0,11.0
777,7.08,-5.0,255.0,0.0,11.0
778,7.01,-5.0,255.0,0.0,10.0
779,7.04,-5.0,255.0,0.0,12.0
780,7.07,-5.0,255.0,0.0,11.0
781,7.0,-5.0,255.0,0.0,10.0
782,7.03,-5.0,255.0,0.0,11.0
783,6.96,-5.0,255.0,0.0,11.0
784,6.99,-5.0,255.0,0.0,12.0
785,6.92,-5.0,255.0,0.0,11.0
786,6.95,-5.0,255.0,0.0,11.0
787,6.88,-5.0,255.0,0.0,11.0
788,6.91,-5.0,255.0,0.0,11.0
789,6.85,-5.0,255.0,0.0,10.0
790,6.78,-5.0,255.0,0.0,11.0
791,6.81,-5.0,255.0,0.0,12.0
792,6.74,-5.0,255.0,0.0,11.0
793,6.77,-5.0,255.0,0.0,11.0
794,6.7,-5.0,255.0,0.0,10.0
795,6.73,-5.0,255.0,0.0,11.0
796,6.77,-5.0,255.0,0.0,12.0
797,6.8,-5.0,255.0,0.0,10.0
798,6.73,-5.0,255.0,0.0,12.0
799,6.67,-5.0,255.0,0.0,11.0
800,6.7,-5.0,255.0,0.0,11.0
801,6.63,-5.0,255.0,0.0,12.0
802,6.67,-5.0,255.0,0.0,10.0
803,6.6,-5.0,255.0,0.0,12.0
804,6.53,-5.0,255.0,0.0,11.0
805,6.57,-5.0,255.0,0.0,10.0
806,6.5,-5.0,255.0,0.0,11.0
807,6.54,-5.0,255.0,0.0,11.0
808,6.47,-5.0,255.0,0.0,12.0
809,6.41,-5.0,255.0,0.0,11.0
810,6.45,-5.0,255.0,0.0,10.0
811,6.38,-5.0,255.0,0.0,11.0
812,6.42,-5.0,255.0,0.0,11.0
813,6.35,-5.0,255.0,0.0,10.0
814,6.29,-5.0,255.0,0.0,11.0
815,6.33,-5.0,255.0,0.0,12.0
816,6.27,-5.0,255.0,0.0,11.0
817,6.2,-5.0,255.0,0.0,11.0
818,6.24,-5.0,255.0,0.0,10.0
819,6.18,-5.0,255.0,0.0,11.0
820,6.12,-5.0,255.0,0.0,12.0
821,6.16,-5.0,255.0,0.0,10.0
822,6.1,-5.0,255.0,0.0,11.0
823,6.03,-5.0,255.0,0.0,11.0
824,6.07,-5.0,255.0,0.0,11.0
825,6.01,-5.0,255.0,0.0,12.0
826,5.95,-5.0,255.0,0.0,10.0
827,5.99,-5.0,255.0,0.0,12.0
828,5.93,-5.0,255.0,0.0,11.0
829,5.87,-5.0,255.0,0.0,10.0
830,5.91,-5.0,255.0,0.0,11.0
831,5.85,-5.0,255.0,0.0,11.0
832,5.8,-5.0,255.0,0.0,12.0
833,5.83,-5.0,255.0,0.0,11.0
834,5.77,-5.0,255.0,0.0,10.0
835,5.71,-5.0,255.0,0.0,11.0
836,5.76,-5.0,255.0,0.0,11.0
837,5.7,-5.0,255.0,0.0,11.0
838,5.74,-5.0,255.0,0.0,11.0
839,5.68,-5.0,255.0,0.0,12.0
840,5.62,-5.0,255.0,0.0,11.0
841,5.66,-5.0,255.0,0.0,11.0
842,5.6,-5.0,255.0,0.0,10.0
843,5.55,-5.0,255.0,0.0,11.0
844,5.6,-5.0,255.0,0.0,12.0
845,5.54,-5.0,255.0,0.0,10.0
846,5.48,-5.0,255.0,0.0,11.0
847,5.53,-5.0,255.0,0.0,11.0
848,5.48,-5.0,255.0,0.0,11.0
849,5.42,-5.0,255.0,0.0,12.0
850,5.47,-5.0,255.0,0.0,10.0
851,5.41,-5.0,255.0,0.0,12.0
852,5.46,-5.0,255.0,0.0,11.0
853,5.4,-5.0,255.0,0.0,10.0
854,5.35,-5.0,255.0,0.0,12.0
855,5.39,-5.0,255.0,0.0,11.0
856,5.34,-5.0,255.0,0.0,12.0
857,5.38,-5.0,255.0,0.0,11.0
858,5.33,-5.0,255.0,0.0,10.0
859,5.37,-5.0,255.0,0.0,11.0
860,5.32,-5.0,255.0,0.0,11.0
861,5.37,-5.0,255.0,0.0,11.0
862,5.32,-5.0,255.0,0.0,11.0
863,5.36,-5.0,255.0,0.0,11.0
864,5.31,-5.0,255.0,0.0,11.0
865,5.35,-5.0,255.0,0.0,11.0
866,5.3,-5.0,255.0,0.0,10.0
867,5.34,-5.0,255.0,0.0,11.0
868,5.29,-5.0,255.0,0.0,12.0
869,5.23,-5.0,255.0,0.0,10.0
870,5.28,-5.0,255.0,0.0,11.0
871,5.22,-5.0,255.0,0.0,11.0
872,5.27,-5.0,255.0,0.0,11.0
873,5.22,-5.0,255.0,0.0,12.0
874,5.27,-5.0,255.0,0.0,10.0
875,5.21,-5.0,255.0,0.0,11.0
876,5.26,-5.0,255.0,0.0,11.0
877,5.21,-5.0,255.0,0.0,10.0
878,5.16,-5.0,255.0,0.0,12.0
879,5.21,-5.0,255.0,0.0,11.0
880,5.15,-5.0,255.0,0.0,12.0
881,5.2,-5.0,255.0,0.0,11.0
882,5.15,-5.0,255.0,0.0,10.0
883,5.19,-5.0,255.0,0.0,11.0
884,5.14,-5.0,255.0,0.0,11.0
885,5.09,-5.0,255.0,0.0,11.0
886,5.13,-5.0,255.0,0.0,11.0
887,5.08,-5.0,255.0,0.0,11.0
888,5.13,-5.0,255.0,0.0,11.0
889,5.08,-5.0,255.0,0.0,11.0
890,5.14,-5.0,255.0,0.0,11.0
891,5.08,-5.0,255.0,0.0,11.0
892,5.03,-5.0,255.0,0.0,12.0
893,5.08,-5.0,255.0,0.0,10.0
894,5.03,-5.0,255.0,0.0,11.0
895,4.98,-5.0,255.0,0.0,11.0
896,5.03,-5.0,255.0,0.0,11.0
897,4.98,-5.0,255.0,0.0,12.0
898,5.03,-5.0,255.0,0.0,10.0
899,4.98,-5.0,255.0,0.0,11.0
900,4.93,-5.0,255.0,0.0,11.0
901,4.98,-5.0,255.0,0.0,10.0
902,4.93,-5.0,255.0,0.0,12.0
903,4.98,-5.0,255.0,0.0,11.0
904,4.93,-4.99,254.0,0.0,11.0
905,4.88,-4.93,251.0,0.0,11.0
906,4.93,-4.83,246.0,0.0,10.0
907,4.88,-4.67,238.0,0.0,12.0
908,4.83,-4.44,226.0,0.0,11.0
909,4.89,-4.18,213.0,0.0,11.0
910,4.84,-3.93,200.0,0.0,11.0
911,4.89,-3.61,184.0,0.0,11.0
912,4.84,-3.22,164.0,0.0,11.0
913,4.89,-2.87,146.0,0.0,11.0
914,4.84,-2.4,122.0,0.0,11.0
915,4.79,-1.85,94.0,0.0,11.0
916,4.85,-1.34,68.0,0.0,12.0
917,4.8,-0.79,40.0,0.0,10.0
918,4.86,-0.2,10.0,0.0,11.0
919,4.81,0.43,22.0,0.0,11.0
920,4.76,1.05,54.0,0.0,10.0
921,4.82,1.86,95.0,0.0,12.0
922,4.77,2.66,136.0,0.0,11.0
923,4.83,3.39,173.0,0.0,12.0
924,4.78,3.98,203.0,0.0,11.0
925,4.73,4.37,223.0,0.0,12.0
926,4.79,4.64,237.0,0.0,11.0
927,4.74,4.84,247.0,0.0,11.0
928,4.8,4.86,248.0,0.0,10.0
929,4.75,4.86,248.0,0.0,11.0
930,4.81,4.86,248.0,0.0,12.0
931,4.76,4.86,248.0,0.0,10.0
932,4.82,4.86,248.0,0.0,12.0
933,4.77,4.86,248.0,0.0,11.0
934,4.72,4.86,248.0,0.0,10.0
935,4.78,4.86,248.0,0.0,11.0
936,4.73,4.86,248.0,0.0,11.0
937,4.79,4.86,248.0,0.0,11.0
938,4.74,4.86,248.0,0.0,11.0
939,4.69,4.86,248.0,0.0,12.0
940,4.75,4.86,248.0,0.0,11.0
941,4.7,4.86,248.0,0.0,12.0
942,4.65,4.86,248.0,0.0,10.0
943,4.71,4.86,248.0,0.0,11.0
944,4.66,4.86,248.0,0.0,11.0
945,4.72,4.86,248.0,0.0,10.0
946,4.67,4.86,248.0,0.0,12.0
947,4.62,4.86,248.0,0.0,11.0
948,4.68,4.86,248.0,0.0,12.0
949,4.64,4.86,248.0,0.0,11.0
950,4.7,4.86,248.0,0.0,12.0
951,4.65,4.86,248.0,0.0,11.0
952,4.6,4.86,248.0,0.0,11.0
953,4.67,4.86,248.0,0.0,10.0
954,4.62,4.86,248.0,0.0,11.0
955,4.57,4.86,248.0,0.0,12.0
956,4.63,4.86,248.0,0.0,10.0
957,4.58,4.86,248.0,0.0,12.0
958,4.64,4.86,248.0,0.0,11.0
959,4.59,4.86,248.0,0.0,10.0
960,4.55,4.86,248.0,0.0,11.0
961,4.6,4.86,248.0,0.0,11.0
962,4.56,4.86,248.0,0.0,11.0
963,4.61,4.86,248.0,0.0,11.0
964,4.57,4.88,249.0,0.0,12.0
965,4.52,4.94,252.0,0.0,11.0
966,4.58,4.98,254.0,0.0,12.0
967,4.53,4.98,254.0,0.0,10.0
968,4.49,4.98,254.0,0.0,11.0
969,4.44,4.98,254.0,0.0,11.0
970,4.5,4.98,254.0,0.0,10.0
971,4.45,4.98,254.0,0.0,12.0
972,4.41,4.98,254.0,0.0,11.0
973,4.47,4.98,254.0,0.0,11.0
974,4.43,4.98,254.0,0.0,11.0
975,4.38,4.98,254.0,0.0,12.0
976,4.44,4.98,254.0,0.0,11.0
977,4.4,4.98,254.0,0.0,11.0
978,4.35,4.98,254.0,0.0,10.0
979,4.41,4.98,254.0,0.0,11.0
980,4.37,4.98,254.0,0.0,12.0
981,4.32,4.98,254.0,0.0,10.0
982,4.38,4.98,254.0,0.0,12.0
983,4.34,4.98,254.0,0.0,11.0
984,4.3,4.98,254.0,0.0,10.0
985,4.35,4.98,254.0,0.0,11.0
986,4.31,4.98,254.0,0.0,11.0
987,4.27,4.98,254.0,0.0,11.0
988,4.23,4.98,254.0,0.0,11.0
989,4.29,4.98,254.0,0.0,12.0
990,4.25,4.98,254.0,0.0,11.0
991,4.21,4.98,254.0,0.0,12.0
992,4.27,4.98,254.0,0.0,10.0
993,4.22,4.98,254.0,0.0,11.0
994,4.18,4.98,254.0,0.0,11.0
995,4.24,4.98,254.0,0.0,10.0
996,4.2,4.98,254.0,0.0,12.0
997,4.16,4.98,254.0,0.0,11.0
998,4.22,4.98,254.0,0.0,11.0
999,4.18,4.98,254.0,0.0,11.0
1000,4.14,4.98,254.0,0.0,11.0
1001,4.1,4.98,254.0,0.0,11.0
1002,4.16,4.98,254.0,0.0,11.0
1003,4.11,4.98,254.0,0.0,11.0
1004,4.07,4.98,254.0,0.0,11.0
1005,4.14,4.98,254.0,0.0,12.0
1006,4.09,4.98,254.0,0.0,10.0
1007,4.05,4.98,254.0,0.0,12.0
1008,4.11,4.98,254.0,0.0,11.0
1009,4.07,4.98,254.0,0.0,10.0
1010,4.14,4.98,254.0,0.0,11.0
1011,4.09,4.98,254.0,0.0,11.0
1012,4.05,4.98,254.0,0.0,11.0
1013,4.11,4.98,254.0,0.0,11.0
1014,4.07,4.98,254.0,0.0,12.0
1015,4.13,4.98,254.0,0.0,11.0
1016,4.09,4.98,254.0,0.0,12.0
1017,4.15,4.98,254.0,0.0,10.0
1018,4.11,4.98,254.0,0.0,11.0
1019,4.18,4.98,254.0,0.0,11.0
1020,4.14,4.98,254.0,0.0,10.0
1021,4.2,4.98,254.0,0.0,12.0
1022,4.15,4.98,254.0,0.0,11.0
1023,4.22,4.98,254.0,0.0,11.0
1024,4.18,4.98,254.0,0.0,11.0
1025,4.24,4.98,254.0,0.0,11.0
1026,4.2,4.98,254.0,0.0,11.0
1027,4.25,4.98,254.0,0.0,11.0
1028,4.32,4.98,254.0,0.0,11.0
1029,4.28,4.98,254.0,0.0,11.0
1030,4.34,4.98,254.0,0.0,12.0
1031,4.29,4.98,254.0,0.0,10.0
1032,4.35,4.98,254.0,0.0,12.0
1033,4.41,4.98,254.0,0.0,11.0
1034,4.37,4.98,254.0,0.0,10.0
1035,4.43,4.98,254.0,0.0,11.0
1036,4.38,4.98,254.0,0.0,11.0
1037,4.44,4.98,254.0,0.0,10.0
1038,4.4,4.98,254.0,0.0,11.0
1039,4.46,4.98,254.0,0.0,12.0
1040,4.52,4.98,254.0,0.0,11.0
1041,4.48,4.98,254.0,0.0,12.0
1042,4.53,4.98,254.0,0.0,10.0
1043,4.49,4.98,254.0,0.0,11.0
1044,4.55,4.98,254.0,0.0,11.0
1045,4.51,4.98,254.0,0.0,10.0
1046,4.56,4.98,254.0,0.0,12.0
1047,4.52,4.98,254.0,0.0,11.0
1048,4.58,4.98,254.0,0.0,11.0
1049,4.53,4.98,254.0,0.0,11.0
1050,4.59,4.98,254.0,0.0,11.0
1051,4.55,4.98,254.0,0.0,11.0
1052,4.6,4.98,254.0,0.0,11.0
1053,4.55,4.98,254.0,0.0,11.0
1054,4.61,4.98,254.0,0.0,11.0
1055,4.56,4.98,254.0,0.0,12.0
1056,4.62,4.98,254.0,0.0,10.0
1057,4.58,4.98,254.0,0.0,12.0
1058,4.63,4.98,254.0,0.0,11.0
1059,4.59,4.98,254.0,0.0,10.0
1060,4.54,4.98,254.0,0.0,11.0
1061,4.6,4.98,254.0,0.0,11.0
1062,4.55,4.98,254.0,0.0,10.0
1063,4.61,4.98,254.0,0.0,11.0
1064,4.56,4.98,254.0,0.0,12.0
1065,4.62,4.98,254.0,0.0,11.0
1066,4.57,4.98,254.0,0.0,11.0
1067,4.52,4.98,254.0,0.0,11.0
1068,4.58,4.98,254.0,0.0,11.0
1069,4.54,4.98,254.0,0.0,11.0
1070,4.49,4.98,254.0,0.0,10.0
1071,4.55,4.98,254.0,0.0,12.0
1072,4.5,4.98,254.0,0.0,11.0
1073,4.56,4.98,254.0,0.0,11.0
1074,4.52,4.98,254.0,0.0,11.0
1075,4.47,4.98,254.0,0.0,11.0
1076,4.54,4.98,254.0,0.0,11.0
1077,4.49,4.98,254.0,0.0,11.0
1078,4.55,4.98,254.0,0.0,11.0
1079,4.51,4.98,254.0,0.0,11.0
1080,4.46,4.98,254.0,0.0,12.0
1081,4.52,4.98,254.0,0.0,10.0
1082,4.48,4.98,254.0,0.0,12.0
1083,4.43,4.98,254.0,0.0,11.0
1084,4.49,4.98,254.0,0.0,10.0
1085,4.44,4.98,254.0,0.0,11.0
1086,4.4,4.98,254.0,0.0,11.0
1087,4.46,4.98,254.0,0.0,11.0
1088,4.42,4.98,254.0,0.0,11.0
1089,4.48,4.98,254.0,0.0,12.0
1090,4.44,4.98,254.0,0.0,11.0
1091,4.39,4.98,254.0,0.0,11.0
1092,4.46,4.98,254.0,0.0,11.0
1093,4.41,4.98,254.0,0.0,11.0
1094,4.47,4.98,254.0,0.0,11.0
1095,4.42,4.98,254.0,0.0,10.0
1096,4.48,4.98,254.0,0.0,12.0
1097,4.44,4.98,254.0,0.0,11.0
1098,4.5,4.98,254.0,0.0,11.0
1099,4.46,4.98,254.0,0.0,11.0
1100,4.51,4.98,254.0,0.0,11.0
1101,4.47,4.98,254.0,0.0,10.0
1102,4.52,4.98,254.0,0.0,11.0
1103,4.48,4.98,254.0,0.0,12.0
1104,4.54,4.98,254.0,0.0,11.0
1105,4.59,4.98,254.0,0.0,12.0
1106,4.55,4.98,254.0,0.0,10.0
1107,4.61,4.98,254.0,0.0,11.0
1108,4.67,4.98,254.0,0.0,11.0
1109,4.73,4.98,254.0,0.0,10.0
1110,4.68,4.98,254.0,0.0,11.0
1111,4.74,4.98,254.0,0.0,11.0
1112,4.8,4.98,254.0,0.0,11.0
1113,4.85,4.98,254.0,0.0,11.0
1114,4.8,4.98,254.0,0.0,12.0
1115,4.86,4.98,254.0,0.0,11.0
1116,4.91,4.98,254.0,0.0,11.0
1117,4.97,4.98,254.0,0.0,11.0
1118,5.02,4.98,254.0,0.0,11.0
1119,4.97,4.98,254.0,0.0,11.0
1120,5.03,4.98,254.0,0.0,10.0
1121,5.08,4.98,254.0,0.0,12.0
1122,5.13,4.98,254.0,0.0,11.0
1123,5.19,4.98,254.0,0.0,11.0
1124,5.14,4.98,254.0,0.0,11.0
1125,5.19,4.98,254.0,0.0,11.0
1126,5.25,4.98,254.0,0.0,10.0
1127,5.29,4.98,254.0,0.0,11.0
1128,5.24,4.98,254.0,0.0,12.0
1129,5.29,4.98,254.0,0.0,11.0
1130,5.34,4.98,254.0,0.0,12.0
1131,5.39,4.98,254.0,0.0,10.0
1132,5.34,4.98,254.0,0.0,11.0
1133,5.39,4.98,254.0,0.0,11.0
1134,5.43,4.98,254.0,0.0,10.0
1135,5.48,4.98,254.0,0.0,11.0
1136,5.43,4.98,254.0,0.0,11.0
1137,5.48,4.98,254.0,0.0,11.0
1138,5.53,4.98,254.0,0.0,11.0
1139,5.58,4.98,254.0,0.0,12.0
1140,5.63,4.98,254.0,0.0,11.0
1141,5.67,4.98,254.0,0.0,11.0
1142,5.62,4.98,254.0,0.0,11.0
1143,5.66,4.98,254.0,0.0,11.0
1144,5.71,4.98,254.0,0.0,12.0
1145,5.76,4.98,254.0,0.0,10.0
1146,5.8,4.98,254.0,0.0,12.0
1147,5.85,4.98,254.0,0.0,11.0
1148,5.9,4.98,254.0,0.0,11.0
1149,5.94,4.98,254.0,0.0,11.0
1150,5.98,4.98,254.0,0.0,11.0
1151,6.03,4.98,254.0,0.0,10.0
1152,6.07,4.98,254.0,0.0,11.0
1153,6.12,4.98,254.0,0.0,12.0
1154,6.16,4.98,254.0,0.0,11.0
1155,6.2,4.98,254.0,0.0,12.0
1156,6.14,4.98,254.0,0.0,11.0
1157,6.18,4.98,254.0,0.0,11.0
1158,6.22,4.98,254.0,0.0,11.0
1159,6.26,4.98,254.0,0.0,10.0
1160,6.3,4.98,254.0,0.0,11.0
1161,6.34,4.98,254.0,0.0,11.0
1162,6.38,4.98,254.0,0.0,11.0
1163,6.42,4.98,254.0,0.0,11.0
1164,6.46,4.98,254.0,0.0,12.0
1165,6.5,4.98,254.0,0.0,10.0
1166,6.43,4.98,254.0,0.0,11.0
1167,6.48,4.98,254.0,0.0,11.0
1168,6.51,4.98,254.0,0.0,11.0
1169,6.55,4.98,254.0,0.0,12.0
1170,6.59,4.98,254.0,0.0,10.0
1171,6.63,4.98,254.0,0.0,12.0
1172,6.66,4.98,254.0,0.0,11.0
1173,6.7,4.98,254.0,0.0,10.0
1174,6.73,4.98,254.0,0.0,11.0
1175,6.77,4.98,254.0,0.0,11.0
1176,6.81,4.98,254.0,0.0,10.0
1177,6.93,4.98,254.0,0.0,11.0
1178,6.97,5.0,255.0,0.0,12.0
1179,7.0,4.98,254.0,0.0,11.0
1180,7.04,4.98,254.0,0.0,12.0
1181,7.07,4.98,254.0,0.0,11.0
1182,7.2,4.98,254.0,0.0,11.0
1183,7.23,4.98,254.0,0.0,11.0
1184,7.26,4.98,254.0,0.0,10.0
1185,7.29,4.98,254.0,0.0,11.0
1186,7.32,4.98,254.0,0.0,11.0
1187,7.45,4.98,254.0,0.0,11.0
1188,7.48,4.98,254.0,0.0,11.0
1189,7.51,4.98,254.0,0.0,12.0
1190,7.64,4.98,254.0,0.0,10.0
1191,7.66,4.98,254.0,0.0,11.0
1192,7.8,4.98,254.0,0.0,11.0
1193,7.82,4.98,254.0,0.0,11.0
1194,7.95,4.98,254.0,0.0,12.0
1195,7.97,4.98,254.0,0.0,11.0
1196,8.0,4.98,254.0,0.0,12.0
1197,8.13,4.98,254.0,0.0,11.0
1198,8.15,4.98,254.0,0.0,10.0
1199,8.17,4.98,254.0,0.0,11.0
1200,8.3,4.98,254.0,0.0,11.0
1201,8.32,4.98,254.0,0.0,10.0
1202,8.44,4.98,254.0,0.0,11.0
1203,8.46,4.98,254.0,0.0,12.0
1204,8.59,4.98,254.0,0.0,11.0
1205,8.71,4.98,254.0,0.0,12.0
1206,8.73,4.98,254.0,0.0,11.0
1207,8.85,4.98,254.0,0.0,11.0
1208,8.87,4.98,254.0,0.0,11.0
1209,8.99,4.98,254.0,0.0,10.0
1210,9.0,4.98,254.0,0.0,12.0
1211,9.12,4.98,254.0,0.0,11.0
1212,9.26,4.98,254.0,0.0,11.0
1213,9.26,4.98,254.0,0.0,11.0
1214,9.39,4.98,254.0,0.0,12.0
1215,9.4,4.98,254.0,0.0,10.0
1216,9.52,4.98,254.0,0.0,11.0
1217,9.65,4.98,254.0,0.0,11.0
1218,9.65,4.98,254.0,0.0,11.0
1219,9.77,4.98,254.0,0.0,12.0
