Sample Number (60 samples per second),Pv (l/m),duty (l/m),loopTime (ms)
325,0.06,-255.0,83.0
326,0.06,-255.0,100.0
327,0.06,-255.0,83.0
328,0.06,-255.0,90.0
329,0.06,-255.0,90.0
330,0.06,-255.0,90.0
331,0.06,-255.0,83.0
332,0.06,-255.0,100.0
333,0.06,-255.0,83.0
334,0.06,-255.0,90.0
335,0.06,-255.0,90.0
336,0.06,-255.0,100.0
337,0.06,-255.0,90.0
338,0.06,-255.0,90.0
339,0.06,-255.0,100.0
340,0.06,-255.0,90.0
341,0.06,-255.0,90.0
342,0.06,-255.0,90.0
343,0.06,-255.0,90.0
344,0.06,-255.0,83.0
345,0.06,-255.0,90.0
346,0.06,-255.0,90.0
347,0.06,-255.0,90.0
348,0.06,-255.0,90.0
349,0.06,-255.0,100.0
350,0.06,-255.0,90.0
351,0.06,-255.0,90.0
352,0.06,-255.0,100.0
353,0.06,-255.0,90.0
354,0.06,-255.0,90.0
355,0.06,-255.0,90.0
356,0.06,-255.0,100.0
357,0.06,-255.0,83.0
358,0.06,-255.0,90.0
359,0.06,-255.0,90.0
360,0.06,-255.0,90.0
361,0.06,-255.0,83.0
362,0.06,-255.0,100.0
363,0.06,-255.0,83.0
364,0.06,-255.0,90.0
365,0.06,-255.0,90.0
366,0.06,-255.0,100.0
367,0.06,-255.0,90.0
368,0.06,-255.0,90.0
369,0.06,-255.0,100.0
370,0.07,-255.0,90.0
371,0.07,-255.0,90.0
372,0.07,-255.0,100.0
373,0.08,-255.0,90.0
374,0.09,-255.0,83.0
375,0.1,-255.0,90.0
376,0.1,-255.0,83.0
377,0.11,-255.0,90.0
378,0.12,-255.0,83.0
379,0.13,-255.0,100.0
380,0.14,-255.0,83.0
381,0.14,-255.0,90.0
382,0.15,255.0,100.0
383,0.16,255.0,90.0
384,0.17,255.0,90.0
385,0.19,255.0,90.0
386,0.19,255.0,100.0
387,0.2,255.0,83.0
388,0.21,255.0,90.0
389,0.22,255.0,90.0
390,0.24,255.0,90.0
391,0.25,255.0,90.0
392,0.26,255.0,90.0
393,0.26,255.0,100.0
394,0.28,255.0,90.0
395,0.29,255.0,90.0
396,0.31,255.0,90.0
397,0.32,255.0,90.0
398,0.34,255.0,83.0
399,0.34,255.0,90.0
400,0.35,255.0,100.0
401,0.37,255.0,90.0
402,0.39,255.0,90.0
403,0.41,255.0,100.0
404,0.42,255.0,90.0
405,0.42,255.0,83.0
406,0.44,255.0,90.0
407,0.46,255.0,90.0
408,0.48,255.0,90.0
409,0.47,255.0,90.0
410,0.49,255.0,100.0
411,0.51,255.0,90.0
412,0.53,255.0,83.0
413,0.53,255.0,90.0
414,0.55,255.0,90.0
415,0.57,255.0,90.0
416,0.6,255.0,83.0
417,0.6,255.0,90.0
418,0.62,255.0,90.0
419,0.64,255.0,90.0
420,0.66,255.0,90.0
421,0.66,255.0,90.0
422,0.68,255.0,90.0
423,0.71,255.0,83.0
424,0.71,255.0,90.0
425,0.73,255.0,100.0
426,0.75,255.0,90.0
427,0.78,255.0,90.0
428,0.81,255.0,100.0
429,0.8,255.0,90.0
430,0.83,255.0,83.0
431,0.86,255.0,90.0
432,0.89,255.0,90.0
433,0.88,255.0,90.0
434,0.91,255.0,90.0
435,0.94,255.0,100.0
436,0.97,255.0,90.0
437,0.97,255.0,90.0
438,1.0,255.0,90.0
439,1.03,255.0,90.0
440,1.06,255.0,90.0
441,1.05,255.0,83.0
442,1.08,255.0,100.0
443,1.11,255.0,90.0
444,1.15,255.0,90.0
445,1.14,255.0,90.0
446,1.17,255.0,100.0
447,1.21,255.0,90.0
448,1.24,255.0,83.0
449,1.28,255.0,100.0
450,1.27,255.0,83.0
451,1.31,255.0,90.0
452,1.35,255.0,90.0
453,1.38,255.0,100.0
454,1.42,255.0,90.0
455,1.46,255.0,90.0
456,1.5,255.0,100.0
457,1.49,255.0,83.0
458,1.53,255.0,90.0
459,1.57,255.0,83.0
460,1.61,255.0,100.0
461,1.65,255.0,90.0
462,1.64,255.0,90.0
463,1.69,255.0,100.0
464,1.73,255.0,90.0
465,1.77,255.0,90.0
466,1.82,255.0,83.0
467,1.86,255.0,100.0
468,1.9,255.0,83.0
469,1.95,255.0,90.0
470,1.94,255.0,100.0
471,1.98,255.0,90.0
472,2.03,255.0,90.0
473,2.08,255.0,90.0
474,2.12,255.0,100.0
475,2.17,255.0,83.0
476,2.22,255.0,90.0
477,2.27,255.0,90.0
478,2.32,255.0,90.0
479,2.38,255.0,90.0
480,2.36,255.0,90.0
481,2.42,255.0,100.0
482,2.46,255.0,90.0
483,2.52,255.0,90.0
484,2.58,255.0,90.0
485,2.63,255.0,90.0
486,2.69,255.0,83.0
487,2.74,255.0,90.0
488,2.8,255.0,100.0
489,2.85,255.0,90.0
490,2.91,255.0,90.0
491,2.97,255.0,100.0
492,3.02,255.0,90.0
493,3.08,255.0,83.0
494,3.14,255.0,90.0
495,3.2,255.0,90.0
496,3.26,255.0,90.0
497,3.32,255.0,90.0
498,3.38,255.0,100.0
499,3.44,255.0,90.0
500,3.58,255.0,90.0
501,3.65,255.0,90.0
502,3.71,255.0,90.0
503,3.78,255.0,90.0
504,3.85,255.0,83.0
505,3.91,255.0,100.0
506,3.97,255.0,90.0
507,4.03,255.0,90.0
508,4.1,255.0,90.0
509,4.17,255.0,90.0
510,4.33,255.0,90.0
511,4.4,255.0,83.0
512,4.47,255.0,90.0
513,4.54,255.0,83.0
514,4.6,255.0,90.0
515,4.67,255.0,90.0
516,4.74,255.0,100.0
517,4.9,255.0,90.0
518,4.98,255.0,83.0
519,5.04,255.0,90.0
520,5.11,255.0,83.0
521,5.18,255.0,90.0
522,5.25,255.0,90.0
523,5.32,255.0,100.0
524,5.49,255.0,90.0
525,5.56,255.0,90.0
526,5.63,255.0,90.0
527,5.7,255.0,90.0
528,5.76,255.0,90.0
529,5.96,255.0,83.0
530,6.03,255.0,100.0
531,6.09,255.0,90.0
532,6.16,255.0,90.0
533,6.36,255.0,90.0
534,6.42,255.0,100.0
535,6.49,255.0,90.0
536,6.56,255.0,83.0
537,6.75,255.0,100.0
538,6.81,255.0,83.0
539,6.88,255.0,90.0
540,7.09,255.0,90.0
541,7.15,255.0,100.0
542,7.21,255.0,90.0
543,7.27,255.0,90.0
544,7.48,255.0,100.0
545,7.54,255.0,83.0
546,7.6,255.0,90.0
547,7.82,255.0,83.0
548,7.87,255.0,100.0
549,7.93,255.0,90.0
550,8.13,255.0,90.0
551,8.19,255.0,100.0
552,8.23,255.0,90.0
553,8.45,255.0,90.0
554,8.52,255.0,83.0
555,8.56,255.0,100.0
556,8.77,255.0,83.0
557,8.82,255.0,90.0
558,9.04,255.0,100.0
559,9.07,255.0,90.0
560,9.13,255.0,90.0
561,9.33,255.0,90.0
562,9.38,255.0,100.0
563,9.58,255.0,83.0
564,9.79,255.0,90.0
565,9.84,255.0,90.0
566,10.03,255.0,90.0
567,10.07,255.0,83.0
568,10.26,255.0,90.0
569,10.45,255.0,90.0
570,10.64,255.0,90.0
571,10.67,255.0,90.0
572,10.87,255.0,100.0
573,11.06,255.0,90.0
574,11.08,255.0,90.0
575,11.28,255.0,100.0
576,11.45,255.0,83.0
577,11.63,255.0,90.0
578,11.65,255.0,83.0
579,11.82,255.0,90.0
580,12.02,255.0,83.0
581,12.03,255.0,90.0
582,12.22,255.0,100.0
583,12.38,255.0,90.0
584,12.58,255.0,90.0
585,12.58,255.0,100.0
586,12.73,255.0,90.0
587,12.91,255.0,90.0
588,12.91,255.0,90.0
589,13.06,255.0,90.0
590,13.25,255.0,90.0
591,13.44,255.0,83.0
592,13.42,255.0,100.0
593,13.59,255.0,83.0
594,13.76,255.0,90.0
595,13.94,255.0,90.0
596,14.08,255.0,90.0
597,14.07,255.0,83.0
598,14.23,255.0,90.0
599,14.39,255.0,100.0
600,14.53,255.0,90.0
601,14.7,255.0,90.0
602,14.67,255.0,100.0
603,14.82,255.0,90.0
604,14.97,255.0,90.0
605,15.14,255.0,100.0
606,15.25,255.0,90.0
607,15.42,255.0,90.0
608,15.58,255.0,83.0
609,15.7,255.0,90.0
610,15.66,255.0,83.0
611,15.8,255.0,90.0
612,15.96,255.0,90.0
613,16.1,255.0,90.0
614,16.25,255.0,90.0
615,16.39,255.0,100.0
616,16.5,255.0,90.0
617,16.63,255.0,90.0
618,16.77,255.0,90.0
619,16.69,255.0,100.0
620,16.82,255.0,90.0
621,16.96,255.0,83.0
622,17.09,255.0,100.0
623,17.21,255.0,83.0
624,17.33,255.0,90.0
625,17.47,255.0,90.0
626,17.56,255.0,90.0
627,17.69,255.0,83.0
628,17.81,255.0,90.0
629,17.92,255.0,100.0
630,18.0,255.0,90.0
631,17.93,255.0,90.0
632,18.03,255.0,100.0
633,18.14,255.0,90.0
634,18.25,255.0,90.0
635,18.36,255.0,100.0
636,18.43,255.0,90.0
637,18.54,255.0,90.0
638,18.46,255.0,83.0
639,18.53,255.0,90.0
640,18.65,255.0,83.0
641,18.74,255.0,90.0
642,18.85,255.0,90.0
643,18.94,-255.0,90.0
644,19.03,-255.0,83.0
645,19.1,-255.0,100.0
646,19.15,-255.0,83.0
647,19.21,-255.0,90.0
648,19.3,-255.0,100.0
649,19.33,-255.0,90.0
650,19.41,-255.0,83.0
651,19.47,-255.0,90.0
652,19.53,-255.0,90.0
653,19.58,-255.0,90.0
654,19.66,-255.0,90.0
655,19.7,-255.0,100.0
656,19.75,-255.0,90.0
657,19.8,-255.0,90.0
658,19.85,-255.0,100.0
659,19.89,-255.0,90.0
660,19.96,-255.0,90.0
661,20.01,-255.0,100.0
662,20.05,-255.0,90.0
663,20.1,-255.0,90.0
664,20.0,-255.0,100.0
665,20.02,-255.0,90.0
666,20.08,-255.0,90.0
667,20.13,-255.0,100.0
668,20.16,-255.0,90.0
669,20.2,-255.0,90.0
670,20.26,-255.0,90.0
671,20.29,-255.0,90.0
672,20.35,-255.0,90.0
673,20.39,-255.0,90.0
674,20.43,-255.0,100.0
675,20.46,-255.0,90.0
676,20.51,-255.0,90.0
677,20.54,-255.0,100.0
678,20.57,-255.0,90.0
679,20.47,-255.0,90.0
680,20.52,-255.0,100.0
681,20.68,-255.0,90.0
682,20.73,-255.0,90.0
683,20.62,-255.0,100.0
684,20.65,-255.0,90.0
685,20.68,-255.0,90.0
686,20.74,-255.0,100.0
687,20.74,-255.0,90.0
688,20.8,-255.0,90.0
689,20.85,-255.0,100.0
690,20.85,-255.0,90.0
691,20.88,-255.0,90.0
692,20.93,-255.0,90.0
693,20.96,-255.0,83.0
694,20.99,-255.0,90.0
695,21.04,-255.0,83.0
696,21.05,-255.0,100.0
697,21.08,-255.0,83.0
698,21.11,-255.0,90.0
699,21.14,-255.0,90.0
700,21.16,-255.0,90.0
701,21.21,-255.0,83.0
702,21.23,-255.0,100.0
703,21.12,-255.0,83.0
704,21.15,-255.0,90.0
705,21.19,-255.0,90.0
706,21.2,-255.0,90.0
707,21.25,-255.0,83.0
708,21.27,-255.0,90.0
709,21.17,-255.0,83.0
710,21.19,-255.0,90.0
711,21.23,-255.0,83.0
712,21.25,-255.0,100.0
713,21.27,-255.0,83.0
714,21.3,-255.0,90.0
715,21.32,-255.0,90.0
716,21.34,-255.0,90.0
717,21.38,-255.0,83.0
718,21.28,-255.0,100.0
719,21.3,-255.0,83.0
720,21.33,-255.0,90.0
721,21.36,-255.0,100.0
722,21.36,-255.0,90.0
723,21.27,-255.0,90.0
724,21.3,-255.0,100.0
725,21.31,-255.0,90.0
726,21.33,-255.0,90.0
727,21.37,-255.0,90.0
728,21.27,-255.0,90.0
729,21.31,-255.0,90.0
730,21.33,-255.0,90.0
731,21.23,-255.0,100.0
732,21.24,-255.0,90.0
733,21.28,-255.0,90.0
734,21.18,-255.0,100.0
735,21.2,-255.0,90.0
736,21.23,-255.0,90.0
737,21.14,-255.0,100.0
738,21.15,-255.0,90.0
739,21.19,-255.0,90.0
740,21.22,-255.0,100.0
741,21.12,-255.0,90.0
742,21.14,-255.0,90.0
743,21.18,-255.0,100.0
744,21.07,-255.0,90.0
745,21.11,-255.0,90.0
746,21.02,-255.0,100.0
747,21.04,-255.0,90.0
748,21.06,-255.0,90.0
749,20.97,-255.0,90.0
750,20.99,-255.0,90.0
751,20.9,-255.0,90.0
752,20.93,-255.0,90.0
753,20.84,-255.0,100.0
754,20.86,-255.0,90.0
755,20.77,-255.0,90.0
756,20.79,-255.0,100.0
757,20.7,-255.0,90.0
758,20.73,-255.0,90.0
759,20.64,-255.0,100.0
760,20.65,-255.0,90.0
761,20.57,-255.0,90.0
762,20.62,-255.0,90.0
763,20.52,-255.0,90.0
764,20.57,-255.0,83.0
765,20.48,-255.0,100.0
766,20.38,-255.0,83.0
767,20.41,-255.0,90.0
768,20.33,-255.0,83.0
769,20.36,-255.0,90.0
770,20.27,-255.0,83.0
771,20.19,-255.0,90.0
772,20.22,-255.0,90.0
773,20.13,-255.0,90.0
774,20.18,-255.0,83.0
775,20.1,-255.0,100.0
776,20.13,-255.0,83.0
777,20.04,-255.0,90.0
778,19.96,-255.0,90.0
779,19.99,-255.0,90.0
780,19.91,-255.0,83.0
781,19.95,-255.0,100.0
782,19.86,-255.0,83.0
783,19.9,-255.0,90.0
784,19.82,-255.0,83.0
785,19.73,-255.0,90.0
786,19.79,-255.0,83.0
787,19.7,-255.0,90.0
788,19.61,-255.0,100.0
789,19.65,-255.0,90.0
790,19.57,-255.0,90.0
791,19.48,-255.0,100.0
792,19.52,-255.0,90.0
793,19.44,-255.0,90.0
794,19.36,-255.0,100.0
795,19.4,-255.0,90.0
796,19.32,-255.0,90.0
797,19.24,-255.0,100.0
798,19.16,-255.0,90.0
799,19.2,-255.0,90.0
800,19.13,-255.0,100.0
801,19.04,-255.0,90.0
802,19.1,-255.0,90.0
803,19.02,-255.0,100.0
804,18.94,-255.0,90.0
805,18.86,-255.0,90.0
806,18.79,-255.0,90.0
807,18.83,-255.0,90.0
808,18.76,-255.0,90.0
809,18.68,-255.0,90.0
810,18.6,-255.0,100.0
811,18.52,-255.0,90.0
812,18.45,-255.0,90.0
813,18.5,-255.0,100.0
814,18.42,-255.0,90.0
815,18.35,-255.0,90.0
816,18.28,-255.0,100.0
817,18.2,-255.0,90.0
818,18.13,-255.0,90.0
819,18.06,-255.0,100.0
820,18.11,-255.0,90.0
821,18.04,-255.0,90.0
822,17.98,-255.0,100.0
823,17.9,-255.0,90.0
824,17.84,-255.0,90.0
825,17.77,-255.0,90.0
826,17.7,-255.0,90.0
827,17.63,-255.0,90.0
828,17.57,-255.0,90.0
829,17.51,-255.0,90.0
830,17.44,-255.0,90.0
831,17.53,-255.0,83.0
832,17.46,-255.0,100.0
833,17.39,-255.0,83.0
834,17.33,-255.0,90.0
835,17.27,-255.0,90.0
836,17.21,-255.0,90.0
837,17.15,-255.0,83.0
838,17.09,-255.0,100.0
839,17.03,-255.0,83.0
840,16.97,-255.0,90.0
841,16.92,-255.0,90.0
842,16.85,-255.0,90.0
843,16.8,-255.0,83.0
844,16.75,-255.0,90.0
845,16.69,-255.0,83.0
846,16.63,-255.0,90.0
847,16.59,-255.0,83.0
848,16.53,-255.0,100.0
849,16.34,-255.0,83.0
850,16.29,-255.0,90.0
851,16.25,-255.0,90.0
852,16.2,-255.0,90.0
853,16.16,-255.0,83.0
854,16.11,-255.0,100.0
855,16.05,-255.0,83.0
856,16.0,-255.0,90.0
857,15.96,-255.0,100.0
858,15.91,-255.0,90.0
859,15.73,-255.0,90.0
860,15.68,-255.0,90.0
861,15.64,-255.0,90.0
862,15.6,-255.0,90.0
863,15.56,-255.0,90.0
864,15.51,-255.0,100.0
865,15.47,-255.0,90.0
866,15.43,-255.0,90.0
867,15.26,-255.0,100.0
868,15.21,-255.0,90.0
869,15.18,-255.0,90.0
870,15.15,-255.0,100.0
871,15.11,-255.0,90.0
872,15.07,-255.0,90.0
873,14.9,-255.0,100.0
874,14.86,-255.0,90.0
875,14.83,-255.0,90.0
876,14.8,-255.0,100.0
877,14.76,-255.0,90.0
878,14.59,-255.0,90.0
879,14.57,-255.0,100.0
880,14.53,-255.0,90.0
881,14.51,255.0,90.0
882,14.62,255.0,90.0
883,14.6,255.0,100.0
884,14.57,255.0,90.0
885,14.55,255.0,90.0
886,14.39,255.0,90.0
887,14.37,255.0,90.0
888,14.35,255.0,83.0
889,14.2,255.0,100.0
890,14.17,255.0,83.0
891,14.15,255.0,90.0
892,14.0,255.0,83.0
893,13.97,255.0,100.0
894,13.96,255.0,90.0
895,13.94,255.0,90.0
896,13.79,255.0,100.0
897,13.77,255.0,90.0
898,13.76,255.0,90.0
899,13.61,255.0,100.0
900,13.59,255.0,90.0
901,13.58,255.0,83.0
902,13.43,255.0,90.0
903,13.42,255.0,83.0
904,13.41,255.0,90.0
905,13.27,255.0,83.0
906,13.26,255.0,100.0
907,13.25,255.0,83.0
908,13.24,255.0,90.0
909,13.1,255.0,100.0
910,13.08,255.0,90.0
911,13.08,255.0,90.0
912,12.94,255.0,90.0
913,12.93,255.0,90.0
914,12.93,255.0,90.0
915,12.93,255.0,90.0
916,12.79,255.0,90.0
917,12.79,255.0,90.0
918,12.79,255.0,83.0
919,12.66,255.0,100.0
920,12.65,255.0,83.0
921,12.65,255.0,90.0
922,12.52,255.0,83.0
923,12.51,255.0,100.0
924,12.51,255.0,83.0
925,12.51,255.0,90.0
926,12.38,255.0,100.0
927,12.37,255.0,90.0
928,12.38,255.0,90.0
929,12.38,255.0,100.0
930,12.25,255.0,90.0
931,12.26,255.0,90.0
932,12.26,255.0,90.0
933,12.27,255.0,83.0
934,12.14,255.0,90.0
935,12.15,255.0,83.0
936,12.16,255.0,100.0
937,12.16,255.0,83.0
938,12.04,255.0,90.0
939,12.05,255.0,100.0
940,12.04,255.0,90.0
941,12.05,255.0,90.0
942,11.93,255.0,90.0
943,11.94,255.0,90.0
944,11.94,255.0,90.0
945,11.95,255.0,90.0
946,11.84,255.0,100.0
947,11.85,255.0,90.0
948,11.86,255.0,83.0
949,11.86,255.0,100.0
950,11.86,255.0,83.0
951,11.75,255.0,90.0
952,11.76,255.0,83.0
953,11.76,255.0,90.0
954,11.77,255.0,83.0
955,11.78,255.0,90.0
956,11.67,255.0,100.0
957,11.67,255.0,90.0
958,11.68,255.0,90.0
