Sample Number (60 samples per second),Pv (l/m),duty (l/m),loopTime (ms)
959,11.69,255.0,100.0
960,11.69,255.0,90.0
961,11.7,255.0,90.0
962,11.59,255.0,90.0
963,11.59,255.0,90.0
964,11.61,255.0,90.0
965,11.62,255.0,83.0
966,11.63,255.0,100.0
967,11.64,255.0,83.0
968,11.64,255.0,90.0
969,11.66,255.0,90.0
970,11.66,255.0,90.0
971,11.67,255.0,90.0
972,11.68,255.0,90.0
973,11.58,255.0,100.0
974,11.58,255.0,90.0
975,11.59,255.0,90.0
976,11.6,255.0,100.0
977,11.6,255.0,90.0
978,11.61,255.0,90.0
979,11.62,255.0,100.0
980,11.62,255.0,83.0
981,11.63,255.0,90.0
982,11.64,255.0,83.0
983,11.64,255.0,90.0
984,11.66,255.0,83.0
985,11.66,255.0,90.0
986,11.67,255.0,100.0
987,11.67,255.0,90.0
988,11.68,255.0,90.0
989,11.69,255.0,100.0
990,11.69,255.0,90.0
991,11.7,255.0,90.0
992,11.71,255.0,90.0
993,11.71,255.0,90.0
994,11.72,255.0,90.0
995,11.83,255.0,83.0
996,11.83,255.0,100.0
997,11.84,255.0,83.0
998,11.84,255.0,90.0
999,11.85,255.0,90.0
1000,11.85,255.0,90.0
1001,11.86,255.0,83.0
1002,11.86,255.0,90.0
1003,11.87,255.0,100.0
1004,11.87,255.0,90.0
1005,11.87,255.0,90.0
1006,11.88,255.0,100.0
1007,11.88,255.0,90.0
1008,11.89,255.0,90.0
1009,11.99,255.0,100.0
1010,11.98,255.0,90.0
1011,11.99,255.0,90.0
1012,12.0,255.0,83.0
1013,12.0,255.0,90.0
1014,12.0,255.0,83.0
1015,12.01,255.0,90.0
1016,12.11,255.0,90.0
1017,12.11,255.0,90.0
1018,12.12,255.0,90.0
1019,12.12,255.0,100.0
1020,12.12,255.0,90.0
1021,12.12,255.0,90.0
1022,12.21,255.0,90.0
1023,12.21,255.0,100.0
1024,12.21,255.0,90.0
1025,12.31,255.0,83.0
1026,12.31,255.0,100.0
1027,12.31,255.0,83.0
1028,12.4,255.0,90.0
1029,12.41,255.0,90.0
1030,12.4,255.0,90.0
1031,12.41,255.0,83.0
1032,12.5,255.0,90.0
1033,12.5,255.0,83.0
1034,12.5,255.0,90.0
1035,12.59,255.0,90.0
1036,12.59,255.0,100.0
1037,12.59,255.0,90.0
1038,12.68,255.0,90.0
1039,12.68,255.0,100.0
1040,12.67,255.0,90.0
1041,12.77,255.0,90.0
1042,12.77,255.0,83.0
1043,12.76,255.0,100.0
1044,12.85,255.0,83.0
1045,12.85,255.0,90.0
1046,12.85,255.0,90.0
1047,12.94,255.0,90.0
1048,12.94,255.0,83.0
1049,12.93,255.0,100.0
1050,13.01,255.0,90.0
1051,13.01,255.0,90.0
1052,13.1,255.0,90.0
1053,13.09,255.0,100.0
1054,13.18,255.0,90.0
1055,13.27,255.0,90.0
1056,13.27,255.0,100.0
1057,13.36,255.0,83.0
1058,13.35,255.0,90.0
1059,13.45,255.0,90.0
1060,13.44,255.0,90.0
1061,13.53,255.0,83.0
1062,13.52,255.0,90.0
1063,13.62,255.0,90.0
1064,13.71,255.0,90.0
1065,13.7,255.0,90.0
1066,13.79,255.0,100.0
1067,13.78,255.0,90.0
1068,13.87,255.0,90.0
1069,13.97,255.0,100.0
1070,13.95,255.0,90.0
1071,14.05,255.0,90.0
1072,14.15,255.0,83.0
1073,14.13,255.0,100.0
1074,14.22,255.0,83.0
1075,14.32,255.0,90.0
1076,14.31,255.0,90.0
1077,14.4,255.0,90.0
1078,14.39,255.0,83.0
1079,14.48,255.0,100.0
1080,14.56,255.0,83.0
1081,14.65,255.0,90.0
1082,14.64,255.0,90.0
1083,14.72,255.0,100.0
1084,14.7,255.0,90.0
1085,14.79,255.0,90.0
1086,14.89,255.0,100.0
1087,14.87,255.0,90.0
1088,14.97,255.0,90.0
1089,15.07,255.0,90.0
1090,15.04,255.0,90.0
1091,15.14,255.0,83.0
1092,15.24,255.0,90.0
1093,15.21,255.0,90.0
1094,15.31,255.0,90.0
1095,15.28,255.0,90.0
1096,15.38,255.0,100.0
1097,15.47,255.0,90.0
1098,15.56,255.0,90.0
1099,15.54,255.0,100.0
1100,15.61,255.0,90.0
1101,15.71,255.0,90.0
1102,15.8,255.0,90.0
1103,15.77,255.0,100.0
1104,15.86,255.0,83.0
1105,15.96,255.0,90.0
1106,16.06,255.0,90.0
1107,16.02,255.0,90.0
1108,16.13,255.0,83.0
1109,16.22,255.0,100.0
1110,16.29,255.0,83.0
1111,16.39,255.0,90.0
1112,16.35,255.0,90.0
1113,16.43,255.0,100.0
1114,16.52,255.0,90.0
1115,16.61,255.0,90.0
1116,16.57,255.0,100.0
1117,16.64,255.0,90.0
1118,16.74,255.0,90.0
1119,16.84,255.0,100.0
1120,16.9,255.0,90.0
1121,16.86,255.0,83.0
1122,16.95,255.0,90.0
1123,17.04,255.0,83.0
1124,17.12,255.0,90.0
1125,17.08,255.0,83.0
1126,17.17,255.0,100.0
1127,17.25,255.0,83.0
1128,17.34,255.0,90.0
1129,17.43,255.0,100.0
1130,17.49,255.0,90.0
1131,17.59,255.0,90.0
1132,17.53,-255.0,90.0
1133,17.6,-255.0,90.0
1134,17.66,-255.0,90.0
1135,17.74,-255.0,90.0
1136,17.8,-255.0,100.0
1137,17.86,-255.0,90.0
1138,17.93,-255.0,90.0
1139,17.99,-255.0,100.0
1140,18.04,-255.0,90.0
1141,18.12,-255.0,90.0
1142,18.18,-255.0,100.0
1143,18.23,-255.0,90.0
1144,18.29,-255.0,90.0
1145,18.36,-255.0,100.0
1146,18.4,-255.0,90.0
1147,18.47,-255.0,90.0
1148,18.54,-255.0,100.0
1149,18.46,-255.0,90.0
1150,18.53,-255.0,83.0
1151,18.59,-255.0,90.0
1152,18.64,-255.0,83.0
1153,18.7,-255.0,90.0
1154,18.77,-255.0,83.0
1155,18.81,-255.0,100.0
1156,18.86,-255.0,83.0
1157,18.91,-255.0,90.0
1158,18.96,-255.0,90.0
1159,19.01,-255.0,90.0
1160,19.08,-255.0,83.0
1161,19.0,-255.0,100.0
1162,19.04,-255.0,83.0
1163,19.09,-255.0,90.0
1164,19.15,-255.0,90.0
1165,19.19,-255.0,90.0
1166,19.25,-255.0,83.0
1167,19.17,-255.0,100.0
1168,19.21,-255.0,83.0
1169,19.26,-255.0,90.0
1170,19.32,-255.0,83.0
1171,19.35,-255.0,90.0
1172,19.42,-255.0,83.0
1173,19.46,-255.0,90.0
1174,19.5,-255.0,90.0
1175,19.55,-255.0,90.0
1176,19.47,-255.0,90.0
1177,19.52,-255.0,100.0
1178,19.56,-255.0,83.0
1179,19.6,-255.0,90.0
1180,19.66,-255.0,100.0
1181,19.68,-255.0,90.0
1182,19.74,-255.0,90.0
1183,19.65,-255.0,100.0
1184,19.8,-255.0,90.0
1185,19.71,-255.0,90.0
1186,19.77,-255.0,100.0
1187,19.79,-255.0,90.0
1188,19.85,-255.0,90.0
1189,19.89,-255.0,90.0
1190,19.93,-255.0,90.0
1191,19.97,-255.0,90.0
1192,19.89,-255.0,90.0
1193,19.91,-255.0,100.0
1194,19.95,-255.0,90.0
1195,19.99,-255.0,90.0
1196,19.9,-255.0,100.0
1197,19.93,-255.0,90.0
1198,19.99,-255.0,90.0
1199,20.02,-255.0,100.0
1200,20.05,-255.0,90.0
1201,20.09,-255.0,90.0
1202,20.14,-255.0,100.0
1203,20.04,-255.0,90.0
1204,20.09,-255.0,90.0
1205,20.13,-255.0,100.0
1206,20.15,-255.0,90.0
1207,20.19,-255.0,90.0
1208,20.24,-255.0,90.0
1209,20.14,-255.0,90.0
1210,20.2,-255.0,90.0
1211,20.23,-255.0,90.0
1212,20.26,-255.0,100.0
1213,20.17,-255.0,90.0
1214,20.22,-255.0,90.0
1215,20.25,-255.0,100.0
1216,20.28,-255.0,90.0
1217,20.33,-255.0,83.0
1218,20.36,-255.0,100.0
1219,20.27,-255.0,83.0
1220,20.31,-255.0,90.0
1221,20.35,-255.0,90.0
1222,20.26,-255.0,90.0
1223,20.31,-255.0,83.0
1224,20.34,-255.0,100.0
1225,20.25,-255.0,83.0
1226,20.28,-255.0,90.0
1227,20.33,-255.0,83.0
1228,20.24,-255.0,90.0
1229,20.29,-255.0,83.0
1230,20.2,-255.0,90.0
1231,20.23,-255.0,90.0
1232,20.27,-255.0,90.0
1233,20.19,-255.0,83.0
1234,20.21,-255.0,100.0
1235,20.12,-255.0,83.0
1236,20.16,-255.0,90.0
1237,20.08,-255.0,90.0
1238,20.1,-255.0,90.0
1239,20.02,-255.0,83.0
1240,20.06,-255.0,100.0
1241,19.97,-255.0,83.0
1242,20.0,-255.0,90.0
1243,20.06,-255.0,100.0
1244,19.96,-255.0,90.0
1245,20.01,-255.0,83.0
1246,19.92,-255.0,90.0
1247,19.96,-255.0,83.0
1248,19.88,-255.0,90.0
1249,19.8,-255.0,90.0
1250,19.83,-255.0,100.0
1251,19.74,-255.0,90.0
1252,19.78,-255.0,90.0
1253,19.69,-255.0,100.0
1254,19.72,-255.0,90.0
1255,19.65,-255.0,90.0
1256,19.69,-255.0,100.0
1257,19.6,-255.0,90.0
1258,19.51,-255.0,90.0
1259,19.57,-255.0,100.0
1260,19.48,-255.0,90.0
1261,19.54,-255.0,90.0
1262,19.45,-255.0,100.0
1263,19.49,-255.0,90.0
1264,19.4,-255.0,90.0
1265,19.33,-255.0,90.0
1266,19.36,-255.0,90.0
1267,19.29,-255.0,90.0
1268,19.2,-255.0,90.0
1269,19.12,-255.0,100.0
1270,19.16,-255.0,90.0
1271,19.09,-255.0,90.0
1272,19.12,-255.0,100.0
1273,19.04,-255.0,90.0
1274,18.96,-255.0,90.0
1275,18.89,-255.0,100.0
1276,18.93,-255.0,90.0
1277,18.86,-255.0,90.0
1278,18.78,-255.0,100.0
1279,18.82,-255.0,90.0
1280,18.75,-255.0,90.0
1281,18.68,-255.0,100.0
1282,18.71,-255.0,90.0
1283,18.64,-255.0,90.0
1284,18.57,-255.0,90.0
1285,18.49,-255.0,90.0
1286,18.42,-255.0,83.0
1287,18.48,-255.0,90.0
1288,18.41,-255.0,90.0
1289,18.33,-255.0,90.0
1290,18.27,-255.0,83.0
1291,18.19,-255.0,100.0
1292,18.25,-255.0,83.0
1293,18.18,-255.0,90.0
1294,18.11,-255.0,90.0
1295,18.04,-255.0,90.0
1296,17.98,-255.0,83.0
1297,18.04,-255.0,100.0
1298,17.97,-255.0,83.0
1299,17.9,-255.0,90.0
1300,17.84,-255.0,90.0
1301,17.76,-255.0,90.0
1302,17.7,-255.0,83.0
1303,17.64,-255.0,90.0
1304,17.7,-255.0,83.0
1305,17.64,-255.0,90.0
1306,17.58,-255.0,83.0
1307,17.51,-255.0,100.0
1308,17.44,-255.0,83.0
1309,17.38,-255.0,90.0
1310,17.32,-255.0,90.0
1311,17.25,-255.0,90.0
1312,17.34,-255.0,83.0
1313,17.28,-255.0,100.0
1314,17.21,-255.0,83.0
1315,17.15,-255.0,90.0
1316,17.09,-255.0,100.0
1317,17.02,-255.0,90.0
1318,16.97,-255.0,90.0
1319,16.91,-255.0,100.0
1320,16.85,-255.0,90.0
1321,16.79,-255.0,90.0
1322,16.74,-255.0,90.0
1323,16.68,-255.0,90.0
1324,16.64,-255.0,90.0
1325,16.71,-255.0,90.0
1326,16.66,-255.0,100.0
1327,16.6,-255.0,90.0
1328,16.55,-255.0,90.0
1329,16.49,-255.0,100.0
1330,16.44,-255.0,90.0
1331,16.39,-255.0,90.0
1332,16.35,-255.0,100.0
1333,16.28,-255.0,90.0
1334,16.24,-255.0,90.0
1335,16.19,-255.0,100.0
1336,16.14,-255.0,90.0
1337,16.09,-255.0,90.0
1338,16.05,-255.0,100.0
1339,15.88,-255.0,90.0
1340,15.84,-255.0,90.0
1341,15.79,-255.0,90.0
1342,15.75,-255.0,90.0
1343,15.7,-255.0,90.0
1344,15.67,-255.0,90.0
1345,15.62,-255.0,100.0
1346,15.58,-255.0,90.0
1347,15.54,-255.0,90.0
1348,15.5,-255.0,100.0
1349,15.45,-255.0,90.0
1350,15.42,-255.0,90.0
1351,15.39,-255.0,100.0
1352,15.22,-255.0,90.0
1353,15.19,-255.0,83.0
1354,15.16,-255.0,100.0
1355,15.11,-255.0,90.0
1356,15.08,-255.0,90.0
1357,15.05,-255.0,90.0
1358,15.01,-255.0,90.0
1359,14.85,-255.0,83.0
1360,14.82,-255.0,90.0
1361,14.79,-255.0,83.0
1362,14.75,-255.0,90.0
1363,14.6,-255.0,83.0
1364,14.56,-255.0,100.0
1365,14.53,-255.0,83.0
1366,14.5,-255.0,90.0
1367,14.47,-255.0,90.0
1368,14.32,-255.0,90.0
1369,14.3,-255.0,83.0
1370,14.27,255.0,100.0
1371,14.5,255.0,83.0
1372,14.34,255.0,90.0
1373,14.32,255.0,100.0
1374,14.29,255.0,90.0
1375,14.13,255.0,90.0
1376,14.11,255.0,90.0
1377,14.09,255.0,100.0
1378,13.94,255.0,90.0
1379,13.93,255.0,90.0
1380,13.91,255.0,100.0
1381,13.76,255.0,90.0
1382,13.75,255.0,83.0
1383,13.73,255.0,100.0
1384,13.58,255.0,83.0
1385,13.57,255.0,90.0
1386,13.56,255.0,83.0
1387,13.42,255.0,100.0
1388,13.41,255.0,83.0
1389,13.4,255.0,90.0
1390,13.25,255.0,100.0
1391,13.23,255.0,90.0
1392,13.23,255.0,90.0
1393,13.08,255.0,100.0
1394,13.07,255.0,90.0
1395,13.06,255.0,90.0
1396,12.92,255.0,90.0
1397,12.91,255.0,90.0
1398,12.91,255.0,90.0
1399,12.77,255.0,83.0
1400,12.77,255.0,100.0
1401,12.76,255.0,83.0
1402,12.63,255.0,90.0
1403,12.63,255.0,90.0
1404,12.62,255.0,90.0
1405,12.49,255.0,83.0
1406,12.49,255.0,90.0
1407,12.49,255.0,90.0
1408,12.35,255.0,90.0
1409,12.36,255.0,90.0
1410,12.36,255.0,100.0
1411,12.36,255.0,90.0
1412,12.23,255.0,90.0
1413,12.24,255.0,100.0
1414,12.24,255.0,83.0
1415,12.11,255.0,90.0
1416,12.12,255.0,83.0
1417,12.11,255.0,100.0
1418,12.12,255.0,83.0
1419,11.99,255.0,90.0
1420,12.0,255.0,90.0
1421,12.01,255.0,90.0
1422,12.02,255.0,90.0
1423,11.9,255.0,100.0
1424,11.9,255.0,90.0
1425,11.9,255.0,90.0
1426,11.91,255.0,90.0
1427,11.79,255.0,100.0
1428,11.8,255.0,90.0
1429,11.81,255.0,83.0
1430,11.82,255.0,100.0
1431,11.7,255.0,83.0
1432,11.71,255.0,90.0
1433,11.72,255.0,90.0
1434,11.72,255.0,90.0
1435,11.74,255.0,83.0
1436,11.62,255.0,90.0
1437,11.63,255.0,100.0
1438,11.63,255.0,90.0
1439,11.65,255.0,90.0
1440,11.65,255.0,100.0
1441,11.54,255.0,90.0
1442,11.55,255.0,90.0
1443,11.57,255.0,100.0
1444,11.56,255.0,90.0
1445,11.58,255.0,90.0
1446,11.59,255.0,83.0
1447,11.48,255.0,90.0
1448,11.5,255.0,83.0
1449,11.51,255.0,90.0
1450,11.52,255.0,90.0
1451,11.53,255.0,90.0
1452,11.54,255.0,83.0
1453,11.55,255.0,100.0
1454,11.55,255.0,90.0
1455,11.56,255.0,90.0
1456,11.46,255.0,90.0
1457,11.46,255.0,100.0
1458,11.47,255.0,90.0
1459,11.48,255.0,90.0
1460,11.49,255.0,100.0
1461,11.5,255.0,83.0
1462,11.51,255.0,90.0
1463,11.52,255.0,90.0
1464,11.53,255.0,90.0
1465,11.54,255.0,83.0
1466,11.55,255.0,90.0
1467,11.55,255.0,90.0
1468,11.56,255.0,90.0
1469,11.57,255.0,90.0
1470,11.58,255.0,100.0
1471,11.59,255.0,90.0
1472,11.6,255.0,90.0
1473,11.61,255.0,100.0
1474,11.61,255.0,90.0
1475,11.62,255.0,90.0
1476,11.63,255.0,83.0
1477,11.63,255.0,90.0
1478,11.64,255.0,83.0
1479,11.65,255.0,90.0
1480,11.66,255.0,90.0
1481,11.66,255.0,90.0
1482,11.67,255.0,83.0
1483,11.68,255.0,100.0
1484,11.68,255.0,90.0
1485,11.69,255.0,90.0
1486,11.79,255.0,90.0
1487,11.79,255.0,100.0
1488,11.8,255.0,90.0
1489,11.81,255.0,90.0
1490,11.81,255.0,100.0
1491,11.81,255.0,90.0
1492,11.82,255.0,90.0
1493,11.93,255.0,90.0
1494,11.93,255.0,90.0
1495,11.93,255.0,83.0
1496,11.94,255.0,90.0
1497,11.94,255.0,90.0
1498,11.95,255.0,90.0
1499,11.95,255.0,90.0
1500,12.05,255.0,100.0
1501,12.05,255.0,90.0
1502,12.05,255.0,90.0
1503,12.06,255.0,100.0
1504,12.05,255.0,90.0
1505,12.15,255.0,90.0
1506,12.16,255.0,83.0
1507,12.16,255.0,100.0
1508,12.16,255.0,83.0
1509,12.16,255.0,90.0
1510,12.26,255.0,90.0
1511,12.26,255.0,90.0
1512,12.27,255.0,83.0
1513,12.27,255.0,100.0
1514,12.35,255.0,83.0
1515,12.35,255.0,90.0
1516,12.36,255.0,90.0
1517,12.44,255.0,100.0
1518,12.44,255.0,90.0
1519,12.53,255.0,90.0
1520,12.53,255.0,100.0
1521,12.61,255.0,90.0
1522,12.62,255.0,90.0
1523,12.62,255.0,90.0
1524,12.7,255.0,90.0
1525,12.7,255.0,83.0
1526,12.79,255.0,90.0
1527,12.79,255.0,90.0
1528,12.88,255.0,90.0
1529,12.88,255.0,83.0
1530,12.88,255.0,100.0
1531,12.96,255.0,90.0
1532,12.96,255.0,90.0
1533,13.05,255.0,100.0
1534,13.04,255.0,90.0
1535,13.14,255.0,90.0
1536,13.13,255.0,90.0
1537,13.23,255.0,100.0
1538,13.22,255.0,83.0
1539,13.31,255.0,90.0
1540,13.41,255.0,90.0
1541,13.41,255.0,90.0
1542,13.51,255.0,83.0
1543,13.5,255.0,100.0
1544,13.58,255.0,83.0
1545,13.57,255.0,90.0
1546,13.67,255.0,90.0
1547,13.75,255.0,100.0
1548,13.74,255.0,90.0
1549,13.84,255.0,90.0
1550,13.94,255.0,100.0
1551,13.92,255.0,90.0
1552,14.02,255.0,90.0
1553,14.01,255.0,100.0
1554,14.09,255.0,90.0
1555,14.2,255.0,83.0
1556,14.18,255.0,90.0
1557,14.28,255.0,90.0
1558,14.26,255.0,90.0
1559,14.36,255.0,83.0
1560,14.46,255.0,100.0
1561,14.44,255.0,83.0
1562,14.54,255.0,90.0
1563,14.64,255.0,100.0
1564,14.72,255.0,90.0
1565,14.7,255.0,90.0
1566,14.8,255.0,90.0
1567,14.89,255.0,100.0
1568,14.86,255.0,90.0
1569,14.97,255.0,90.0
1570,15.07,255.0,90.0
1571,15.17,255.0,90.0
1572,15.27,255.0,83.0
1573,15.25,255.0,100.0
1574,15.33,255.0,83.0
1575,15.42,255.0,90.0
1576,15.53,255.0,83.0
1577,15.49,255.0,100.0
1578,15.59,255.0,83.0
1579,15.68,255.0,90.0
1580,15.66,255.0,100.0
1581,15.74,255.0,90.0
1582,15.84,255.0,90.0
1583,15.94,255.0,100.0
1584,15.89,255.0,90.0
1585,15.99,255.0,90.0
1586,16.09,255.0,90.0
1587,16.05,255.0,83.0
1588,16.15,255.0,90.0
1589,16.25,255.0,83.0
1590,16.21,255.0,100.0
1591,16.31,255.0,83.0
1592,16.4,255.0,90.0
1593,16.5,255.0,100.0
1594,16.45,255.0,90.0
1595,16.55,255.0,90.0
1596,16.64,255.0,90.0
1597,16.74,255.0,90.0
1598,16.69,255.0,90.0
1599,16.79,255.0,90.0
1600,16.88,255.0,100.0
1601,16.98,255.0,90.0
1602,16.93,255.0,83.0
1603,17.02,255.0,100.0
1604,17.09,255.0,83.0
1605,17.04,255.0,90.0
1606,17.14,255.0,83.0
1607,17.22,255.0,90.0
1608,17.32,255.0,83.0
1609,17.4,255.0,90.0
1610,17.35,255.0,100.0
1611,17.42,255.0,90.0
1612,17.52,255.0,90.0
1613,17.61,255.0,100.0
1614,17.54,255.0,90.0
1615,17.63,255.0,90.0
1616,17.72,255.0,90.0
1617,17.79,255.0,90.0
1618,17.73,255.0,90.0
1619,17.83,255.0,83.0
1620,17.91,255.0,100.0
1621,18.0,-255.0,83.0
1622,18.06,-255.0,90.0
1623,18.0,-255.0,90.0
1624,18.05,-255.0,90.0
1625,18.13,-255.0,83.0
1626,18.19,-255.0,100.0
1627,18.24,-255.0,83.0
1628,18.31,-255.0,90.0
1629,18.38,-255.0,83.0
1630,18.43,-255.0,90.0
1631,18.36,-255.0,83.0
1632,18.42,-255.0,90.0
1633,18.48,-255.0,100.0
1634,18.53,-255.0,90.0
1635,18.6,-255.0,83.0
1636,18.65,-255.0,100.0
1637,18.7,-255.0,83.0
1638,18.76,-255.0,90.0
1639,18.69,-255.0,100.0
1640,18.86,-255.0,90.0
1641,18.79,-255.0,90.0
1642,18.84,-255.0,100.0
1643,18.88,-255.0,90.0
1644,18.94,-255.0,90.0
1645,19.01,-255.0,100.0
1646,19.04,-255.0,90.0
1647,19.1,-255.0,90.0
1648,19.16,-255.0,90.0
1649,19.07,-255.0,90.0
1650,19.12,-255.0,90.0
1651,19.19,-255.0,90.0
1652,19.23,-255.0,100.0
1653,19.28,-255.0,90.0
1654,19.32,-255.0,90.0
1655,19.37,-255.0,100.0
1656,19.28,-255.0,90.0
1657,19.34,-255.0,90.0
1658,19.39,-255.0,100.0
1659,19.44,-255.0,90.0
1660,19.48,-255.0,90.0
1661,19.55,-255.0,100.0
1662,19.57,-255.0,90.0
1663,19.49,-255.0,90.0
1664,19.53,-255.0,100.0
1665,19.57,-255.0,90.0
1666,19.61,-255.0,90.0
1667,19.67,-255.0,100.0
1668,19.69,-255.0,90.0
1669,19.61,-255.0,90.0
1670,19.66,-255.0,90.0
1671,19.7,-255.0,90.0
1672,19.74,-255.0,90.0
1673,19.8,-255.0,90.0
1674,19.7,-255.0,100.0
1675,19.75,-255.0,90.0
1676,19.8,-255.0,83.0
1677,19.83,-255.0,100.0
1678,19.86,-255.0,90.0
1679,19.92,-255.0,90.0
1680,19.84,-255.0,90.0
1681,19.87,-255.0,90.0
1682,19.92,-255.0,83.0
1683,19.96,-255.0,100.0
1684,19.99,-255.0,83.0
1685,19.9,-255.0,90.0
1686,19.95,-255.0,90.0
1687,19.98,-255.0,90.0
1688,20.03,-255.0,83.0
1689,20.07,-255.0,90.0
1690,19.98,-255.0,83.0
1691,20.02,-255.0,90.0
1692,20.07,-255.0,83.0
1693,20.1,-255.0,100.0
1694,20.01,-255.0,83.0
1695,20.05,-255.0,90.0
1696,20.1,-255.0,90.0
1697,20.14,-255.0,90.0
1698,20.06,-255.0,83.0
1699,20.09,-255.0,100.0
1700,20.12,-255.0,83.0
1701,20.15,-255.0,90.0
1702,20.07,-255.0,90.0
1703,20.1,-255.0,90.0
1704,20.15,-255.0,83.0
1705,20.06,-255.0,90.0
1706,20.1,-255.0,90.0
1707,20.13,-255.0,90.0
1708,20.05,-255.0,90.0
1709,20.08,-255.0,100.0
1710,20.12,-255.0,90.0
1711,20.03,-255.0,90.0
1712,20.07,-255.0,100.0
1713,20.09,-255.0,90.0
1714,20.01,-255.0,90.0
1715,20.05,-255.0,100.0
1716,19.96,-255.0,90.0
1717,20.0,-255.0,90.0
1718,20.05,-255.0,100.0
1719,19.95,-255.0,90.0
1720,20.01,-255.0,90.0
1721,19.92,-255.0,100.0
1722,19.95,-255.0,90.0
1723,19.86,-255.0,90.0
1724,19.92,-255.0,90.0
1725,19.83,-255.0,90.0
1726,19.88,-255.0,90.0
1727,19.79,-255.0,90.0
1728,19.83,-255.0,100.0
1729,19.86,-255.0,90.0
1730,19.78,-255.0,90.0
1731,19.69,-255.0,100.0
1732,19.73,-255.0,90.0
1733,19.77,-255.0,90.0
1734,19.7,-255.0,100.0
1735,19.73,-255.0,90.0
1736,19.65,-255.0,90.0
1737,19.57,-255.0,100.0
1738,19.6,-255.0,90.0
1739,19.51,-255.0,90.0
1740,19.57,-255.0,100.0
1741,19.48,-255.0,90.0
1742,19.54,-255.0,90.0
1743,19.46,-255.0,100.0
1744,19.37,-255.0,90.0
1745,19.41,-255.0,90.0
1746,19.34,-255.0,90.0
1747,19.38,-255.0,83.0
1748,19.3,-255.0,90.0
1749,19.23,-255.0,83.0
1750,19.26,-255.0,100.0
1751,19.18,-255.0,83.0
1752,19.23,-255.0,90.0
1753,19.15,-255.0,90.0
1754,19.07,-255.0,90.0
1755,19.13,-255.0,83.0
1756,19.05,-255.0,100.0
1757,18.96,-255.0,83.0
1758,19.01,-255.0,90.0
1759,18.94,-255.0,90.0
1760,18.86,-255.0,90.0
1761,18.93,-255.0,83.0
1762,18.85,-255.0,90.0
1763,18.77,-255.0,83.0
1764,18.82,-255.0,90.0
1765,18.75,-255.0,83.0
1766,18.67,-255.0,100.0
1767,18.72,-255.0,83.0
1768,18.64,-255.0,90.0
1769,18.56,-255.0,90.0
1770,18.49,-255.0,90.0
1771,18.42,-255.0,83.0
1772,18.48,-255.0,100.0
1773,18.4,-255.0,83.0
1774,18.33,-255.0,90.0
1775,18.26,-255.0,100.0
1776,18.18,-255.0,90.0
1777,18.25,-255.0,90.0
1778,18.18,-255.0,100.0
1779,18.1,-255.0,90.0
1780,18.03,-255.0,90.0
1781,17.97,-255.0,90.0
1782,18.02,-255.0,90.0
1783,17.95,-255.0,90.0
1784,17.88,-255.0,90.0
1785,17.81,-255.0,100.0
1786,17.74,-255.0,90.0
1787,17.68,-255.0,90.0
1788,17.73,-255.0,100.0
1789,17.67,-255.0,90.0
1790,17.6,-255.0,90.0
1791,17.54,-255.0,100.0
1792,17.47,-255.0,90.0
1793,17.41,-255.0,90.0
1794,17.35,-255.0,100.0
1795,17.28,-255.0,90.0
1796,17.35,-255.0,90.0
1797,17.29,-255.0,100.0
1798,17.22,-255.0,90.0
1799,17.17,-255.0,90.0
1800,17.1,-255.0,100.0
1801,17.04,-255.0,90.0
1802,16.98,-255.0,90.0
1803,16.93,-255.0,90.0
1804,16.86,-255.0,90.0
1805,16.81,-255.0,90.0
1806,16.76,-255.0,90.0
1807,16.7,-255.0,100.0
1808,16.64,-255.0,90.0
1809,16.59,-255.0,90.0
1810,16.53,-255.0,100.0
1811,16.48,-255.0,90.0
1812,16.42,-255.0,90.0
1813,16.38,-255.0,100.0
1814,16.32,-255.0,90.0
1815,16.28,-255.0,90.0
1816,16.23,-255.0,90.0
1817,16.18,-255.0,90.0
1818,16.14,-255.0,83.0
1819,16.09,-255.0,100.0
1820,16.04,-255.0,83.0
1821,15.99,-255.0,90.0
1822,15.95,-255.0,83.0
1823,15.9,-255.0,90.0
1824,15.86,-255.0,83.0
1825,15.82,-255.0,90.0
1826,15.77,-255.0,90.0
1827,15.73,-255.0,90.0
1828,15.7,-255.0,83.0
1829,15.65,-255.0,100.0
1830,15.49,-255.0,83.0
1831,15.45,-255.0,90.0
1832,15.41,-255.0,90.0
1833,15.37,-255.0,90.0
1834,15.34,-255.0,83.0
1835,15.3,-255.0,100.0
1836,15.26,-255.0,83.0
1837,15.22,-255.0,90.0
1838,15.06,-255.0,83.0
1839,15.02,-255.0,90.0
1840,14.99,-255.0,83.0
1841,14.96,-255.0,90.0
1842,14.92,-255.0,100.0
1843,14.88,-255.0,90.0
1844,14.72,-255.0,90.0
1845,14.69,-255.0,100.0
1846,14.66,-255.0,90.0
1847,14.62,-255.0,90.0
1848,14.6,-255.0,100.0
1849,14.45,-255.0,90.0
1850,14.43,-255.0,90.0
1851,14.4,-255.0,100.0
1852,14.36,-255.0,90.0
1853,14.21,-255.0,90.0
1854,14.19,-255.0,100.0
1855,14.16,-255.0,90.0
1856,14.14,-255.0,90.0
1857,13.99,-255.0,100.0
1858,13.96,-255.0,90.0
1859,13.94,255.0,90.0
