Sample Number (90 samples per second),fluxo (l/m),setPoint (l/m),duty (),Stability (),frequency ()
128,14.54,-1.0,1.0,0.0,10.0
129,14.5,-1.0,1.0,0.0,11.0
130,14.47,-1.0,1.0,0.0,11.0
131,14.43,-1.0,1.0,0.0,10.0
132,14.55,-1.0,1.0,0.0,11.0
133,14.51,-1.0,1.0,0.0,11.0
134,14.49,-1.0,1.0,0.0,10.0
135,14.45,-1.0,1.0,0.0,11.0
136,14.58,-1.0,1.0,0.0,11.0
137,14.54,-1.0,1.0,0.0,11.0
138,14.52,-1.0,1.0,0.0,11.0
139,14.48,-1.0,1.0,0.0,11.0
140,14.61,-1.0,1.0,0.0,11.0
141,14.58,-1.0,1.0,0.0,11.0
142,14.54,-1.0,1.0,0.0,11.0
143,14.52,-1.0,1.0,0.0,12.0
144,14.48,-1.0,1.0,0.0,10.0
145,14.59,-1.0,1.0,0.0,12.0
146,14.56,-1.0,1.0,0.0,11.0
147,14.53,-1.0,1.0,0.0,11.0
148,14.49,-1.0,1.0,0.0,11.0
149,14.47,-1.0,1.0,0.0,12.0
150,14.58,-1.0,1.0,0.0,10.0
151,14.54,-1.0,1.0,0.0,12.0
152,14.51,-1.0,1.0,0.0,11.0
153,14.48,-1.0,1.0,0.0,12.0
154,14.45,-1.0,1.0,0.0,11.0
155,14.42,-1.0,1.0,0.0,12.0
156,14.53,-1.0,1.0,0.0,11.0
157,14.5,-1.0,1.0,0.0,11.0
158,14.47,-1.0,1.0,0.0,11.0
159,14.44,-1.0,1.0,0.0,12.0
160,14.55,-1.0,1.0,0.0,10.0
161,14.51,-1.0,1.0,0.0,12.0
162,14.48,-1.0,1.0,0.0,11.0
163,14.46,-1.0,1.0,0.0,10.0
164,14.55,-1.0,1.0,0.0,11.0
165,14.53,-1.0,1.0,0.0,11.0
166,14.5,-1.0,1.0,0.0,10.0
167,14.47,-1.0,1.0,0.0,11.0
168,14.57,-1.0,1.0,0.0,11.0
169,14.54,-1.0,1.0,0.0,11.0
170,14.51,-1.0,1.0,0.0,11.0
171,14.48,-1.0,1.0,0.0,11.0
172,14.58,-1.0,1.0,0.0,11.0
173,14.56,-1.0,1.0,0.0,10.0
174,14.52,-1.0,1.0,0.0,11.0
175,14.5,-1.0,1.0,0.0,11.0
176,14.47,-1.0,1.0,0.0,10.0
177,14.44,-1.0,1.0,0.0,11.0
178,14.54,-1.0,1.0,0.0,11.0
179,14.51,-1.0,1.0,0.0,10.0
180,14.48,-1.0,1.0,0.0,11.0
181,14.46,-1.0,1.0,0.0,11.0
182,14.44,-1.0,1.0,0.0,10.0
183,14.52,-1.0,1.0,0.0,11.0
184,14.5,-1.0,1.0,0.0,12.0
185,14.47,-1.0,1.0,0.0,11.0
186,14.45,-1.0,1.0,0.0,12.0
187,14.54,-1.0,1.0,0.0,11.0
188,14.51,-1.0,1.0,0.0,12.0
189,14.49,-1.0,1.0,0.0,10.0
190,14.46,-1.0,1.0,0.0,12.0
191,14.55,-1.0,1.0,0.0,11.0
192,14.53,-1.0,1.0,0.0,11.0
193,14.5,-1.0,1.0,0.0,11.0
194,14.47,-1.0,1.0,0.0,12.0
195,14.45,-1.0,1.0,0.0,10.0
196,14.54,-1.0,1.0,0.0,12.0
197,14.51,-1.0,1.0,0.0,11.0
198,14.49,-1.0,1.0,0.0,11.0
199,14.46,-1.0,1.0,0.0,11.0
200,14.44,-1.0,1.0,0.0,12.0
201,14.53,-1.0,1.0,0.0,11.0
202,14.51,-1.0,1.0,0.0,11.0
203,14.47,-1.0,1.0,0.0,11.0
204,14.46,-1.0,1.0,0.0,11.0
205,14.43,-1.0,1.0,0.0,10.0
206,14.52,-1.0,1.0,0.0,11.0
207,14.49,-1.0,1.0,0.0,11.0
208,14.47,-1.0,1.0,0.0,10.0
209,14.55,-1.0,1.0,0.0,11.0
210,14.53,-1.0,1.0,0.0,11.0
211,14.5,-1.0,1.0,0.0,10.0
212,14.47,-1.0,1.0,0.0,11.0
213,14.45,-1.0,1.0,0.0,11.0
214,14.55,-1.0,1.0,0.0,10.0
215,14.52,-1.0,1.0,0.0,11.0
216,14.5,-2.0,2.0,0.0,11.0
217,14.47,-2.0,2.0,0.0,11.0
218,14.57,-2.0,2.0,0.0,11.0
219,14.54,-2.0,2.0,0.0,11.0
220,14.52,-3.0,3.0,0.0,11.0
221,14.62,-3.0,3.0,0.0,11.0
222,14.59,-4.0,4.0,0.0,11.0
223,14.57,-4.0,4.0,0.0,12.0
224,14.54,-4.0,4.0,0.0,10.0
225,14.63,-4.0,4.0,0.0,12.0
226,14.6,-5.0,5.0,0.0,11.0
227,14.58,-5.0,5.0,0.0,11.0
228,14.55,-6.0,6.0,0.0,11.0
229,14.65,-6.0,6.0,0.0,12.0
230,14.62,-6.0,6.0,0.0,10.0
231,14.59,-7.0,7.0,0.0,12.0
232,14.57,-7.0,7.0,0.0,11.0
233,14.55,-10.0,10.0,0.0,12.0
234,14.61,-12.0,12.0,0.0,11.0
235,14.58,-15.0,15.0,0.0,12.0
236,14.65,-19.0,19.0,0.0,11.0
237,14.6,-24.0,24.0,0.0,11.0
238,14.57,-28.0,28.0,0.0,11.0
239,14.64,-33.0,33.0,0.0,10.0
240,14.6,-39.0,39.0,0.0,11.0
241,14.56,-44.0,44.0,0.0,11.0
242,14.64,-49.0,49.0,0.0,10.0
243,14.6,-54.0,54.0,0.0,11.0
244,14.57,-59.0,59.0,0.0,12.0
245,14.63,-62.0,62.0,0.0,10.0
246,14.59,-66.0,66.0,0.0,12.0
247,14.56,-69.0,69.0,0.0,11.0
248,14.63,-72.0,72.0,0.0,11.0
249,14.59,-75.0,75.0,0.0,11.0
250,14.56,-79.0,79.0,0.0,12.0
251,14.63,-82.0,82.0,0.0,10.0
252,14.58,-84.0,84.0,0.0,11.0
253,14.55,-86.0,86.0,0.0,11.0
254,14.62,-87.0,87.0,0.0,10.0
255,14.58,-91.0,91.0,0.0,11.0
256,14.54,-93.0,93.0,0.0,11.0
257,14.62,-95.0,95.0,0.0,10.0
258,14.58,-97.0,97.0,0.0,11.0
259,14.55,-98.0,98.0,0.0,12.0
260,14.61,-99.0,99.0,0.0,11.0
261,14.58,-103.0,103.0,0.0,12.0
262,14.53,-104.0,104.0,0.0,11.0
263,14.57,-105.0,105.0,0.0,11.0
264,14.53,-106.0,106.0,0.0,11.0
265,14.59,-107.0,107.0,0.0,10.0
266,14.54,-108.0,108.0,0.0,12.0
267,14.5,-110.0,110.0,0.0,11.0
268,14.56,-113.0,113.0,0.0,11.0
269,14.51,-116.0,116.0,0.0,11.0
270,14.56,-118.0,118.0,0.0,11.0
271,14.52,-121.0,121.0,0.0,11.0
272,14.47,-124.0,124.0,0.0,11.0
273,14.53,-126.0,126.0,0.0,11.0
274,14.48,-129.0,129.0,0.0,11.0
275,14.53,-131.0,131.0,0.0,11.0
276,14.49,-134.0,134.0,0.0,10.0
277,14.44,-135.0,135.0,0.0,11.0
278,14.5,-137.0,137.0,0.0,12.0
279,14.45,-139.0,139.0,0.0,11.0
280,14.41,-141.0,141.0,0.0,12.0
281,14.47,-144.0,144.0,0.0,10.0
282,14.42,-146.0,146.0,0.0,11.0
283,14.38,-148.0,148.0,0.0,12.0
284,14.43,-150.0,150.0,0.0,10.0
285,14.39,-150.0,150.0,0.0,12.0
286,14.35,-152.0,152.0,0.0,11.0
287,14.3,-154.0,154.0,0.0,11.0
288,14.36,-155.0,155.0,0.0,11.0
289,14.32,-156.0,156.0,0.0,10.0
290,14.28,-157.0,157.0,0.0,12.0
291,14.33,-159.0,159.0,0.0,11.0
292,14.29,-160.0,160.0,0.0,11.0
293,14.25,-160.0,160.0,0.0,11.0
294,14.3,-162.0,162.0,0.0,11.0
295,14.26,-163.0,163.0,0.0,12.0
296,14.22,-165.0,165.0,0.0,11.0
297,14.18,-166.0,166.0,0.0,11.0
298,14.23,-167.0,167.0,0.0,11.0
299,14.19,-167.0,167.0,0.0,11.0
300,14.15,-169.0,169.0,0.0,10.0
301,14.1,-173.0,173.0,0.0,11.0
302,14.06,-174.0,174.0,0.0,12.0
303,14.02,-175.0,175.0,0.0,11.0
304,13.98,-176.0,176.0,0.0,11.0
305,14.04,-180.0,180.0,0.0,10.0
306,14.0,-182.0,182.0,0.0,11.0
307,13.96,-185.0,185.0,0.0,12.0
308,13.93,-186.0,186.0,0.0,10.0
309,13.89,-190.0,190.0,0.0,12.0
310,13.95,-192.0,192.0,0.0,11.0
311,13.9,-196.0,196.0,0.0,11.0
312,13.87,-199.0,199.0,0.0,11.0
313,13.83,-202.0,202.0,0.0,10.0
314,13.8,-204.0,204.0,0.0,12.0
315,13.86,-208.0,208.0,0.0,11.0
316,13.82,-211.0,211.0,0.0,10.0
317,13.78,-214.0,214.0,0.0,11.0
318,13.75,-218.0,218.0,0.0,11.0
319,13.71,-220.0,220.0,0.0,12.0
320,13.67,-222.0,222.0,0.0,11.0
321,13.74,-224.0,224.0,0.0,11.0
322,13.7,-226.0,226.0,0.0,11.0
323,13.66,-231.0,231.0,0.0,11.0
324,13.63,-233.0,233.0,0.0,10.0
325,13.59,-236.0,236.0,0.0,11.0
326,13.46,-238.0,238.0,0.0,12.0
327,13.43,-239.0,239.0,0.0,11.0
328,13.39,-242.0,242.0,0.0,11.0
329,13.36,-245.0,245.0,0.0,10.0
330,13.33,-247.0,247.0,0.0,11.0
331,13.3,-247.0,247.0,0.0,12.0
332,13.27,-249.0,249.0,0.0,10.0
333,13.23,-249.0,249.0,0.0,12.0
334,13.2,-252.0,252.0,0.0,11.0
335,13.08,-254.0,254.0,0.0,11.0
336,13.05,-255.0,255.0,0.0,12.0
337,13.02,-255.0,255.0,0.0,10.0
338,13.0,-255.0,255.0,0.0,12.0
339,12.97,-255.0,255.0,0.0,11.0
340,12.94,-255.0,255.0,0.0,10.0
341,12.91,-255.0,255.0,0.0,11.0
342,12.88,-255.0,255.0,0.0,11.0
343,12.86,-255.0,255.0,0.0,12.0
344,12.83,-255.0,255.0,0.0,11.0
345,12.8,-255.0,255.0,0.0,10.0
346,12.78,-255.0,255.0,0.0,11.0
347,12.75,-255.0,255.0,0.0,11.0
348,12.73,-255.0,255.0,0.0,10.0
349,12.7,-255.0,255.0,0.0,11.0
350,12.68,-255.0,255.0,0.0,12.0
351,12.65,-255.0,255.0,0.0,11.0
352,12.63,-255.0,255.0,0.0,11.0
353,12.6,-255.0,255.0,0.0,10.0
354,12.58,-255.0,255.0,0.0,11.0
355,12.56,-255.0,255.0,0.0,12.0
356,12.44,-255.0,255.0,0.0,10.0
357,12.42,-255.0,255.0,0.0,11.0
358,12.4,-255.0,255.0,0.0,11.0
359,12.37,-255.0,255.0,0.0,11.0
360,12.35,-255.0,255.0,0.0,12.0
361,12.33,-255.0,255.0,0.0,10.0
362,12.31,-255.0,255.0,0.0,12.0
363,12.2,-255.0,255.0,0.0,11.0
364,12.18,-255.0,255.0,0.0,10.0
365,12.16,-255.0,255.0,0.0,11.0
366,12.14,-255.0,255.0,0.0,11.0
367,12.04,-255.0,255.0,0.0,12.0
368,12.02,-255.0,255.0,0.0,11.0
369,12.0,-255.0,255.0,0.0,10.0
370,11.98,-255.0,255.0,0.0,11.0
371,11.88,-255.0,255.0,0.0,11.0
372,11.86,-255.0,255.0,0.0,11.0
373,11.84,-255.0,255.0,0.0,11.0
374,11.74,-255.0,255.0,0.0,12.0
375,11.72,-255.0,255.0,0.0,11.0
376,11.7,-255.0,255.0,0.0,11.0
377,11.6,-255.0,255.0,0.0,10.0
378,11.58,-255.0,255.0,0.0,11.0
379,11.57,-255.0,255.0,0.0,12.0
380,11.55,-255.0,255.0,0.0,10.0
381,11.45,-255.0,255.0,0.0,11.0
382,11.44,-255.0,255.0,0.0,11.0
383,11.42,-255.0,255.0,0.0,11.0
384,11.32,-255.0,255.0,0.0,12.0
385,11.31,-255.0,255.0,0.0,10.0
386,11.29,-255.0,255.0,0.0,11.0
387,11.28,-255.0,255.0,0.0,11.0
388,11.18,-255.0,255.0,0.0,10.0
389,11.17,-255.0,255.0,0.0,12.0
390,11.16,-255.0,255.0,0.0,11.0
391,11.15,-255.0,255.0,0.0,12.0
392,11.05,-255.0,255.0,0.0,11.0
393,11.04,-255.0,255.0,0.0,10.0
394,11.03,-255.0,255.0,0.0,11.0
395,10.94,-255.0,255.0,0.0,11.0
396,10.93,-255.0,255.0,0.0,11.0
397,10.92,-255.0,255.0,0.0,11.0
398,10.91,-255.0,255.0,0.0,11.0
399,10.81,-255.0,255.0,0.0,11.0
400,10.81,-255.0,255.0,0.0,11.0
401,10.8,-255.0,255.0,0.0,11.0
402,10.79,-255.0,255.0,0.0,11.0
403,10.7,-255.0,255.0,0.0,12.0
404,10.69,-255.0,255.0,0.0,10.0
405,10.68,-255.0,255.0,0.0,11.0
406,10.59,-255.0,255.0,0.0,11.0
407,10.58,-255.0,255.0,0.0,11.0
408,10.58,-255.0,255.0,0.0,12.0
409,10.48,-255.0,255.0,0.0,10.0
410,10.48,-255.0,255.0,0.0,11.0
411,10.47,-255.0,255.0,0.0,11.0
412,10.38,-255.0,255.0,0.0,10.0
413,10.38,-255.0,255.0,0.0,12.0
414,10.29,-255.0,255.0,0.0,11.0
415,10.29,-255.0,255.0,0.0,12.0
416,10.2,-255.0,255.0,0.0,11.0
417,10.2,-255.0,255.0,0.0,10.0
418,10.11,-255.0,255.0,0.0,11.0
419,10.11,-255.0,255.0,0.0,11.0
420,10.02,-255.0,255.0,0.0,11.0
421,10.01,-255.0,255.0,0.0,11.0
422,9.93,-255.0,255.0,0.0,11.0
423,9.93,-255.0,255.0,0.0,11.0
424,9.84,-255.0,255.0,0.0,11.0
425,9.75,-255.0,255.0,0.0,10.0
426,9.76,-255.0,255.0,0.0,11.0
427,9.67,-255.0,255.0,0.0,12.0
428,9.68,-255.0,255.0,0.0,10.0
429,9.59,-255.0,255.0,0.0,12.0
430,9.59,-255.0,255.0,0.0,11.0
431,9.51,-255.0,255.0,0.0,10.0
432,9.52,-255.0,255.0,0.0,11.0
433,9.52,-255.0,255.0,0.0,11.0
434,9.44,-255.0,255.0,0.0,12.0
435,9.44,-255.0,255.0,0.0,11.0
436,9.36,-255.0,255.0,0.0,12.0
437,9.36,-255.0,255.0,0.0,11.0
438,9.37,-255.0,255.0,0.0,11.0
439,9.29,-255.0,255.0,0.0,10.0
440,9.3,-255.0,255.0,0.0,11.0
441,9.21,-255.0,255.0,0.0,11.0
442,9.22,-255.0,255.0,0.0,10.0
443,9.23,-255.0,255.0,0.0,12.0
444,9.15,-255.0,255.0,0.0,11.0
445,9.16,-255.0,255.0,0.0,11.0
446,9.17,-255.0,255.0,0.0,11.0
447,9.09,-255.0,255.0,0.0,11.0
448,9.11,-255.0,255.0,0.0,11.0
449,9.02,-255.0,255.0,0.0,11.0
450,9.04,-255.0,255.0,0.0,10.0
451,8.96,-255.0,255.0,0.0,11.0
452,8.98,-255.0,255.0,0.0,12.0
453,8.99,-255.0,255.0,0.0,10.0
454,8.91,-255.0,255.0,0.0,11.0
455,8.92,-255.0,255.0,0.0,11.0
456,8.84,-255.0,255.0,0.0,10.0
457,8.86,-255.0,255.0,0.0,11.0
458,8.78,-255.0,255.0,0.0,11.0
459,8.8,-255.0,255.0,0.0,12.0
460,8.72,-255.0,255.0,0.0,11.0
461,8.74,-255.0,255.0,0.0,12.0
462,8.66,-255.0,255.0,0.0,11.0
463,8.67,-255.0,255.0,0.0,11.0
464,8.59,-255.0,255.0,0.0,10.0
465,8.61,-255.0,255.0,0.0,11.0
466,8.53,-255.0,255.0,0.0,11.0
467,8.45,-255.0,255.0,0.0,10.0
468,8.47,-255.0,255.0,0.0,12.0
469,8.39,-255.0,255.0,0.0,11.0
470,8.41,-255.0,255.0,0.0,11.0
471,8.34,-255.0,255.0,0.0,11.0
472,8.35,-255.0,255.0,0.0,11.0
473,8.28,-255.0,255.0,0.0,11.0
474,8.29,-255.0,255.0,0.0,11.0
475,8.32,-255.0,255.0,0.0,11.0
476,8.24,-255.0,255.0,0.0,11.0
477,8.26,-255.0,255.0,0.0,12.0
478,8.19,-255.0,255.0,0.0,10.0
479,8.11,-255.0,255.0,0.0,11.0
480,8.14,-255.0,255.0,0.0,11.0
481,8.06,-255.0,255.0,0.0,10.0
482,8.08,-255.0,255.0,0.0,11.0
483,8.01,-255.0,255.0,0.0,11.0
484,8.03,-255.0,255.0,0.0,12.0
485,8.05,-255.0,255.0,0.0,11.0
486,7.98,-255.0,255.0,0.0,12.0
487,7.99,-255.0,255.0,0.0,11.0
488,7.92,-255.0,255.0,0.0,11.0
489,7.95,-255.0,255.0,0.0,10.0
490,7.87,-255.0,255.0,0.0,11.0
491,7.9,-255.0,255.0,0.0,12.0
492,7.83,-255.0,255.0,0.0,10.0
493,7.85,-255.0,255.0,0.0,12.0
494,7.78,-255.0,255.0,0.0,11.0
495,7.8,-255.0,255.0,0.0,11.0
496,7.73,-255.0,255.0,0.0,11.0
497,7.75,-255.0,255.0,0.0,11.0
498,7.68,-255.0,255.0,0.0,11.0
499,7.7,-255.0,255.0,0.0,11.0
500,7.63,-255.0,255.0,0.0,12.0
501,7.65,-255.0,255.0,0.0,11.0
502,7.58,-255.0,255.0,0.0,12.0
503,7.61,-255.0,255.0,0.0,10.0
504,7.54,-255.0,255.0,0.0,11.0
505,7.57,-255.0,255.0,0.0,11.0
506,7.49,-255.0,255.0,0.0,10.0
507,7.52,-255.0,255.0,0.0,11.0
508,7.45,-255.0,255.0,0.0,11.0
509,7.48,-255.0,255.0,0.0,12.0
510,7.41,-255.0,255.0,0.0,11.0
511,7.44,-255.0,255.0,0.0,12.0
512,7.37,-255.0,255.0,0.0,11.0
513,7.4,-255.0,255.0,0.0,11.0
514,7.33,-255.0,255.0,0.0,10.0
515,7.35,-255.0,255.0,0.0,11.0
516,7.28,-255.0,255.0,0.0,12.0
517,7.21,-255.0,255.0,0.0,10.0
518,7.24,-255.0,255.0,0.0,12.0
519,7.17,-255.0,255.0,0.0,11.0
520,7.21,-255.0,255.0,0.0,10.0
521,7.14,-255.0,255.0,0.0,11.0
522,7.17,-255.0,255.0,0.0,11.0
523,7.1,-255.0,255.0,0.0,11.0
524,7.13,-255.0,255.0,0.0,11.0
525,7.06,-255.0,255.0,0.0,12.0
526,7.09,-255.0,255.0,0.0,11.0
527,7.02,-255.0,255.0,0.0,12.0
528,6.95,-255.0,255.0,0.0,10.0
529,6.98,-255.0,255.0,0.0,11.0
530,6.92,-255.0,255.0,0.0,11.0
531,6.85,-255.0,255.0,0.0,10.0
532,6.88,-255.0,255.0,0.0,11.0
533,6.81,-255.0,255.0,0.0,11.0
534,6.85,-255.0,255.0,0.0,11.0
535,6.79,-255.0,255.0,0.0,11.0
536,6.72,-255.0,255.0,0.0,12.0
537,6.75,-255.0,255.0,0.0,11.0
538,6.69,-255.0,255.0,0.0,11.0
539,6.73,-255.0,255.0,0.0,10.0
540,6.66,-255.0,255.0,0.0,11.0
541,6.6,-255.0,255.0,0.0,12.0
542,6.63,-255.0,255.0,0.0,10.0
543,6.57,-255.0,255.0,0.0,12.0
544,6.5,-255.0,255.0,0.0,11.0
545,6.54,-255.0,255.0,0.0,10.0
546,6.48,-255.0,255.0,0.0,11.0
547,6.41,-255.0,255.0,0.0,11.0
548,6.45,-255.0,255.0,0.0,11.0
549,6.39,-255.0,255.0,0.0,11.0
550,6.33,-255.0,255.0,0.0,12.0
551,6.36,-255.0,255.0,0.0,11.0
552,6.3,-255.0,255.0,0.0,12.0
553,6.24,-255.0,255.0,0.0,10.0
554,6.28,-255.0,255.0,0.0,11.0
555,6.21,-255.0,255.0,0.0,11.0
556,6.15,-255.0,255.0,0.0,10.0
557,6.09,-255.0,255.0,0.0,12.0
558,6.13,-255.0,255.0,0.0,11.0
559,6.07,-255.0,255.0,0.0,11.0
560,6.01,-255.0,255.0,0.0,11.0
561,6.06,-255.0,255.0,0.0,12.0
562,6.0,-255.0,255.0,0.0,11.0
563,5.93,-255.0,255.0,0.0,11.0
564,5.98,-255.0,255.0,0.0,11.0
565,5.92,-255.0,255.0,0.0,11.0
566,5.86,-255.0,255.0,0.0,12.0
567,5.91,-255.0,255.0,0.0,10.0
568,5.85,-255.0,255.0,0.0,12.0
569,5.79,-255.0,255.0,0.0,11.0
570,5.83,-255.0,255.0,0.0,10.0
571,5.77,-255.0,255.0,0.0,11.0
572,5.82,-255.0,255.0,0.0,11.0
573,5.76,-255.0,255.0,0.0,10.0
574,5.7,-255.0,255.0,0.0,11.0
575,5.75,-255.0,255.0,0.0,12.0
576,5.7,-255.0,255.0,0.0,11.0
577,5.75,-255.0,255.0,0.0,12.0
578,5.69,-255.0,255.0,0.0,10.0
579,5.73,-255.0,255.0,0.0,11.0
580,5.67,-255.0,255.0,0.0,11.0
581,5.72,-255.0,255.0,0.0,10.0
582,5.66,-255.0,255.0,0.0,12.0
583,5.71,-255.0,255.0,0.0,11.0
584,5.65,-255.0,255.0,0.0,11.0
585,5.7,-255.0,255.0,0.0,11.0
586,5.64,-255.0,255.0,0.0,12.0
587,5.89,-255.0,255.0,0.0,11.0
588,5.94,-255.0,255.0,0.0,11.0
589,5.87,-255.0,255.0,0.0,11.0
590,5.92,-255.0,255.0,0.0,11.0
591,5.86,-255.0,255.0,0.0,12.0
592,5.9,-255.0,255.0,0.0,10.0
593,5.84,-255.0,255.0,0.0,12.0
594,5.78,-255.0,255.0,0.0,11.0
595,5.83,-255.0,255.0,0.0,10.0
596,5.76,-255.0,255.0,0.0,11.0
597,5.81,-255.0,255.0,0.0,11.0
598,5.75,-255.0,255.0,0.0,10.0
599,5.69,-255.0,255.0,0.0,11.0
600,5.74,-255.0,255.0,0.0,12.0
601,5.68,-255.0,255.0,0.0,11.0
602,5.62,-255.0,255.0,0.0,12.0
603,5.67,-255.0,255.0,0.0,10.0
